Gênero,Tipo de Escola,INDE 22,INDE 23,INDE 24,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem
Masculino,Pública,0.0,0.0,8.1188277778,6.918,8.888888889,7.51,7.8125,10.0,8.085,5.0,-2
Masculino,Pública,0.0,9.0912,8.2852454545,8.502,9.7727272725,7.51,8.125,6.5,8.085,10.0,0
Feminino,Pública,7.9440482857142865,9.0112,8.9079954545,10.002,9.5227272725,9.38,7.8125,8.0,8.42,10.0,0
Feminino,Pública,6.671589693957115,6.659,7.655745454500001,9.002,9.2727272725,7.51,7.5,7.0,7.5,5.0,-1
Masculino,Privada,7.203704703703704,6.2955,6.0398818182000005,9.502,7.840909091,6.26,5.625,2.5,6.665,5.0,-1
Masculino,Pública,0.0,6.888833333,7.833495454500001,9.502,9.0227272725,7.51,8.4375,7.0,7.92,5.0,-1
Masculino,Pública,7.640722218045114,6.06525,7.864245454500001,10.002,9.2727272725,6.255,7.5,7.75,7.92,5.0,-1
Feminino,Pública,0.0,0.0,8.588040909100002,10.002,9.5454545455,7.51,8.4375,7.25,8.17,10.0,0
Feminino,Pública,0.0,0.0,8.257421861500001,9.002,9.3073593075,7.51,8.4375,8.75,8.255,5.0,-1
Feminino,Pública,0.0,0.0,8.3971318182,8.502,9.090909091,7.51,8.4375,7.5,8.17,10.0,0
Feminino,Pública,0.0,8.8842,7.688609090900001,8.002,7.9545454545,7.51,8.125,5.5,8.17,10.0,0
Masculino,Pública,6.83936507936508,6.5418,5.009290909100001,9.002,4.5454545455,5.01,7.5,1.0,6.245,5.0,-1
Feminino,Pública,0.0,0.0,8.4749727273,8.002,8.6363636365,7.51,8.125,8.75,8.17,10.0,0
Feminino,Pública,0.0,0.0,7.8186772727000005,8.002,8.8636363635,7.51,8.4375,7.5,8.255,5.0,-1
Masculino,Pública,0.0,0.0,7.546086363600001,10.002,9.318181818,7.51,7.8125,5.75,7.5,5.0,-1
Masculino,Pública,0.0,0.0,7.626768181800001,10.002,8.409090909,7.51,8.4375,6.75,7.5,5.0,-1
Masculino,Pública,0.0,0.0,7.863131818100001,10.002,9.0909090905,7.51,8.4375,7.25,7.5,5.0,-1
Masculino,Pública,0.0,0.0,7.5319272727,9.002,8.1136363635,7.51,8.75,6.25,8.165,5.0,-1
Masculino,Pública,0.0,5.811,7.0235939394,9.502,4.696969697,6.26,8.75,7.75,7.915,5.0,-1
Masculino,Pública,0.0,0.0,6.886950000000001,9.002,9.5,6.26,8.4375,2.75,7.835,5.0,-1
Masculino,Pública,0.0,0.0,9.204671861500001,10.002,9.3073593075,7.51,8.75,9.75,8.835,10.0,0
Feminino,Pública,7.5405708421052635,8.6112,7.3853681818000005,7.918,8.409090909,7.51,8.4375,6.25,7.835,5.0,-1
Masculino,Pública,0.0,0.0,7.747564718600001,9.002,8.593073593,7.51,8.4375,7.25,7.92,5.0,-2
Feminino,Pública,0.0,0.0,8.840007359300001,9.502,9.2965367965,6.885,8.75,8.5,8.835,10.0,0
Feminino,Pública,0.0,6.4782,5.110372077899999,10.002,5.3896103895,5.635,7.1875,2.0,4.25,5.0,-2
Feminino,Pública,8.616243765480895,7.8402,7.986866666600001,8.502,9.5833333335,6.26,8.333333333,6.25,7.553333333,10.0,0
Feminino,Pública,8.098496318150449,6.6415,7.826199999900001,9.502,10.0,6.26,5.833333333,7.0,6.333333333,10.0,0
Feminino,Pública,0.0,0.0,7.3712454546,8.002,9.7727272725,6.26,7.291666667,6.75,7.056666667,5.0,-1
Feminino,Pública,7.95176506926407,7.2117,7.072914756400001,8.502,7.549407115,6.26,6.875,7.5,6.996666667,5.0,-1
Feminino,Pública,7.738020410934745,8.2852,7.005745454500001,8.502,9.564393939,5.635,7.291666667,5.25,7.0,5.0,-1
Feminino,Pública,0.0,0.0,7.375503030400001,8.502,8.2765151515,7.51,7.916666667,7.75,6.386666667,5.0,-1
Masculino,Pública,0.0,5.59545,5.4552454547,8.002,4.772727273,7.51,6.041666667,4.5,4.726666667,5.0,-2
Feminino,Pública,8.325132654369785,8.6042,8.5817909091,8.002,9.337121212,7.51,8.958333333,8.0,8.336666667,10.0,0
Masculino,Pública,8.135541086517346,8.2372,8.7738666667,9.002,9.7916666665,7.51,8.75,8.5,7.946666667,10.0,0
Masculino,Pública,7.736100484848485,7.6802,8.447003030300001,10.002,8.4848484845,6.26,8.125,8.5,8.056666667,10.0,0
Masculino,Pública,0.0,0.0,7.7436242424,9.002,9.337121212,7.51,6.25,9.0,6.5,5.0,-1
Masculino,Pública,0.0,7.801,8.1163818182,8.502,8.674242424500001,7.51,7.916666667,7.5,7.443333333,10.0,0
Masculino,Pública,7.874720643467644,7.7862,8.5912909091,9.502,9.337121212,7.51,8.333333333,8.0,7.946666667,10.0,0
Feminino,Pública,0.0,7.7792,7.7830787878,9.002,9.7727272725,7.51,8.333333333,7.0,7.22,5.0,-1
Masculino,Pública,0.0,0.0,7.7352909091000015,8.502,9.128787879,7.51,7.916666667,8.25,6.833333333,5.0,-1
Feminino,Pública,0.0,7.5982,7.9921696969000005,8.002,9.318181818,7.51,8.333333333,6.5,7.22,10.0,0
Feminino,Pública,7.479539037037037,6.5623,4.2118138341,7.918,3.9525691700000003,6.26,6.041666667,0.0,4.496666667,5.0,-1
Masculino,Pública,0.0,6.5447,7.539847562500002,10.002,7.994071146,7.51,7.291666667,8.25,6.553333333,5.0,-1
Feminino,Pública,7.22724271539961,8.123283333,7.2626980238000005,10.002,7.292490119,6.885,6.875,7.25,7.39,5.0,-1
Feminino,Pública,0.0,0.0,8.7536999999,8.502,10.0,7.51,8.958333333,7.5,8.783333333,10.0,0
Masculino,Pública,6.741243719576721,6.8297,6.8121156785000005,7.502,8.646245059,5.635,6.458333333,6.5,6.616666667,5.0,-1
Masculino,Pública,6.634286047619048,6.982,5.294247619100001,9.002,6.4285714285,5.005,5.625,3.5,4.226666667,5.0,-1
Masculino,Pública,6.92155010708899,6.4497,5.2645678524,0.0,4.6245059285,5.01,6.666666667,6.75,6.61,5.0,-2
Feminino,Privada,7.217943583732057,7.2845,8.1611005269,9.002,9.555335968,7.51,8.541666667,8.0,8.223333333,5.0,-1
Feminino,Pública,6.895951771280052,6.2707,5.0795885374,8.418,5.2964426875,5.005,5.833333333,3.75,4.223333333,5.0,-1
Masculino,Pública,0.0,0.0,5.6558,7.918,5.520833333500001,6.26,6.458333333,4.5,5.44,5.0,-2
Feminino,Pública,5.313189368606702,6.6927,6.833780895800001,7.418,7.994071146,7.51,6.875,6.0,6.773333333,5.0,-1
Masculino,Pública,0.0,0.0,7.126922222200001,9.002,6.777777778,7.51,6.875,7.5,7.163333333,5.0,-1
Feminino,Pública,0.0,0.0,7.0132,9.502,7.5,7.51,8.125,4.75,7.7475,5.0,-1
Masculino,Pública,0.0,0.0,6.403450000000001,8.502,5.3125,7.51,7.8125,5.75,6.5425,5.0,-1
Feminino,Pública,6.683821329434698,8.3342,8.808825,10.002,10.0,7.51,8.90625,9.25,9.085,5.0,-1
Masculino,Pública,7.664923985754986,7.6417,6.0234537878,9.502,6.439393939,7.51,7.34375,2.75,6.25,5.0,-1
Feminino,Pública,0.0,0.0,7.5543388889,9.002,8.9444444445,7.51,7.8125,7.25,6.915,5.0,-1
Masculino,Pública,0.0,0.0,6.8290988095000005,9.002,6.7976190475,7.51,7.34375,7.0,5.92,5.0,-1
Feminino,Pública,0.0,0.0,5.8367476190000005,9.502,5.845238095,7.51,7.5,2.75,5.8325,5.0,-1
Masculino,Pública,6.524519230769231,6.813366667,6.2372943675000005,9.002,5.5335968375,7.51,6.71875,5.75,5.7875,5.0,-1
Masculino,Pública,0.0,7.443366667,6.821885606,9.502,8.03030303,7.51,7.65625,4.5,6.745,5.0,-1
Feminino,Pública,0.0,0.0,8.425325,9.502,10.0,7.51,8.90625,8.0,8.6675,5.0,-1
Masculino,Pública,0.0,6.960333333,7.744032575800001,5.834,9.128787879,6.26,8.59375,8.25,8.4975,5.0,-1
Masculino,Pública,5.552244923076923,6.4137,7.1193969697,10.002,7.3484848485,7.51,7.5,6.5,6.7425,5.0,-1
Masculino,Pública,0.0,5.9765,6.403040909100001,10.002,5.7954545455,7.51,7.1875,5.5,5.87,5.0,-2
Feminino,Pública,7.675509353106849,6.026366667,5.8450809523,10.002,8.095238095,5.005,7.083333333,2.25,5.335,5.0,-2
Feminino,Pública,0.0,9.3712,8.8733666667,8.002,10.0,7.51,8.541666667,8.75,8.59,10.0,0
Masculino,Pública,8.083535682039548,8.7142,8.2272,9.502,10.0,7.51,8.75,7.75,8.005,5.0,-1
Feminino,Pública,7.598297219273481,7.85345,7.099342857200002,10.002,5.9523809525,7.51,7.916666667,6.0,8.33,5.0,-1
Masculino,Pública,0.0,8.6492,7.612057142800001,8.502,9.0476190475,7.51,8.333333333,3.75,8.09,10.0,0
Feminino,Pública,3.8980647821350765,5.567916667,5.178509523800001,7.917,5.9523809525,5.63,8.333333333,0.0,6.5,5.0,-1
Feminino,Pública,8.480834141954665,8.6672,8.2450571429,10.002,9.047619048,7.51,8.333333333,8.5,8.255,5.0,-1
Masculino,Pública,7.71314478904992,8.955783333,8.5107,9.502,10.0,7.505,8.75,8.75,8.425,5.0,-1
Feminino,Pública,0.0,7.1297,6.245452381,0.0,6.904761905,7.51,8.125,5.75,8.255,5.0,-1
Masculino,Pública,7.4100721416504225,7.71645,8.0066285715,10.002,9.523809524,6.26,7.916666667,7.75,8.17,5.0,-1
Masculino,Pública,0.0,6.541458333,7.840033333300001,10.002,8.333333332999999,7.51,8.541666667,6.75,8.59,5.0,-1
Feminino,Pública,0.0,7.356533333,7.703347619,9.168,8.095238095,6.88,8.125,7.75,8.085,5.0,-1
Feminino,Pública,8.259535082249474,8.6742,7.938842857200001,9.502,9.285714286000001,7.51,8.125,7.0,8.34,5.0,-1
Feminino,Pública,7.334936230769231,7.9842,7.145652380900001,9.502,6.9047619045,7.51,8.125,3.0,8.255,10.0,0
Masculino,Pública,0.0,7.0847,5.286047619,0.0,8.095238095,7.51,7.5,3.0,5.33,5.0,-1
Masculino,Pública,6.631987865319865,6.032033333,6.817057142900001,9.002,7.380952381,7.51,7.916666667,6.25,5.74,5.0,-2
Masculino,Pública,7.775658894736842,7.77645,7.9442,10.002,10.0,6.26,7.5,6.75,8.59,5.0,-1
Feminino,Pública,7.405336262443439,7.974,8.0443904763,9.002,9.047619048,7.51,9.166666667,5.25,8.085,10.0,0
Masculino,Pública,0.0,8.551741667,8.192009523800001,8.502,9.2857142855,7.51,9.166666667,8.25,8.335,5.0,-1
Masculino,Pública,0.0,0.0,8.006108496800001,8.502,8.8562091505,7.51,9.166666667,8.0,8.085,5.0,-1
Feminino,Pública,7.234398335932424,6.78,7.1373428571,9.002,7.619047619,5.63,8.333333333,6.75,7.335,5.0,-1
Feminino,Pública,6.954987237893207,7.7842,7.7430333333,9.502,10.0,5.63,8.958333333,6.0,8.17,5.0,-1
Feminino,Pública,0.0,8.4827,8.2352,10.002,10.0,6.26,8.75,8.0,8.17,5.0,-1
Masculino,Pública,0.0,7.448841667,7.6147238096,8.002,9.047619048,5.63,8.75,7.25,8.085,5.0,-1
Masculino,Pública,0.0,0.0,8.041811111100001,9.502,8.888888889,7.51,8.958333333,7.75,8.085,5.0,-1
Masculino,Pública,0.0,0.0,7.864033333300001,8.502,10.0,7.51,8.958333333,6.25,8.085,5.0,-1
Masculino,Pública,7.510987800569801,7.3807,8.131890476200002,9.502,9.0476190475,7.51,8.541666667,8.25,8.085,5.0,-2
Feminino,Pública,0.0,8.9172,8.965033333300001,10.002,10.0,7.51,8.958333333,8.0,8.59,10.0,0
Masculino,Pública,7.484593745480259,7.6812,8.1896285714,9.502,7.8571428569999995,7.51,7.5,7.75,8.085,10.0,0
Feminino,Pública,8.064310288084464,8.4642,8.441414285700002,9.502,9.761904762,6.26,8.958333333,9.5,8.085,5.0,-1
Feminino,Pública,0.0,0.0,7.9147292443,9.002,7.7432712215,7.51,7.96875,8.0,9.09,5.0,-1
Feminino,Pública,0.0,0.0,8.774075000000002,10.002,10.0,7.51,9.21875,9.5,8.505,5.0,-1
Feminino,Pública,0.0,0.0,8.1939895962,8.502,9.068322981,7.51,8.28125,8.75,8.505,5.0,-1
Masculino,Pública,0.0,0.0,8.2775982919,8.502,7.9813664595,6.26,9.53125,9.0,9.76,5.0,-1
Feminino,Pública,0.0,9.2902,9.531325,10.002,10.0,6.26,9.53125,10.0,9.76,10.0,0
Masculino,Pública,0.0,5.99625,6.529417908900001,9.002,8.8923395445,6.26,5.9375,5.5,5.155,5.0,-1
Masculino,Pública,0.0,0.0,7.7196166667,9.502,7.833333333500001,7.51,7.1875,7.5,6.165,10.0,0
Masculino,Pública,8.565661700730832,8.7442,8.925450000000001,10.002,10.0,7.51,9.0625,9.75,9.09,5.0,-1
Feminino,Pública,0.0,0.0,7.589914648100001,7.418,8.674948240500001,7.51,8.28125,8.0,7.17,5.0,-1
Feminino,Pública,0.0,0.0,7.982890217400001,8.502,9.347826087,7.51,8.28125,8.0,7.92,5.0,-1
Feminino,Pública,0.0,0.0,8.176825000000001,10.002,9.0,7.51,8.90625,7.0,9.175,5.0,-1
Feminino,Pública,0.0,0.0,8.507700000000002,7.502,10.0,7.51,9.375,8.5,9.345,5.0,-1
Feminino,Pública,0.0,0.0,7.469102691500001,9.002,9.544513457499999,7.51,8.75,4.5,8.17,5.0,-1
Masculino,Pública,0.0,0.0,8.961646169800002,9.502,9.109730849,7.51,9.375,8.5,9.005,10.0,0
Masculino,Pública,0.0,0.0,7.135189648100001,8.002,8.674948240500001,7.51,7.5,7.25,5.745,5.0,-2
Feminino,Pública,0.0,0.0,6.921633333300001,6.918,7.5,6.26,7.708333333,6.75,7.415,5.0,-2
Masculino,Pública,0.0,0.0,6.610588888900001,8.502,5.277777778,7.51,7.708333333,6.0,7.415,5.0,-1
Masculino,Pública,0.0,7.7312,6.1175906455,9.502,6.017786561,6.885,7.083333333,3.25,7.085,5.0,-1
Masculino,Pública,0.0,8.37095,8.853624242300002,9.502,9.545454545,6.26,8.333333333,8.5,9.175,10.0,0
Feminino,Pública,0.0,7.9742,7.051379841899999,9.002,8.8833992095,5.63,8.125,5.0,7.495,5.0,-1
Feminino,Pública,0.0,7.54005,7.961241502000001,9.002,6.85770751,6.26,8.125,8.5,7.755,10.0,0
Feminino,Pública,0.0,6.82375,8.2823798419,9.502,8.8833992095,6.26,8.125,7.75,7.835,10.0,0
Feminino,Pública,7.02532017948718,7.6267,6.036012253,8.502,5.2865612650000005,7.51,8.125,3.25,7.075,5.0,-1
Feminino,Pública,0.0,7.9162,8.364790909100002,9.002,9.5454545455,6.26,8.125,7.75,7.835,10.0,0
Feminino,Pública,7.401904937321937,6.7215,6.984760606,9.002,8.8636363635,6.26,7.708333333,5.25,6.825,5.0,-1
Feminino,Pública,0.0,8.1162,7.7964318841,7.502,9.347826087,7.51,7.916666667,7.75,7.92,5.0,-1
Feminino,Pública,0.0,0.0,7.842866666700001,9.502,9.5,7.51,7.916666667,7.25,7.5,5.0,-1
Masculino,Pública,0.0,0.0,5.9004061924,8.002,6.6501976285,6.26,7.291666667,0.0,7.075,10.0,0
Feminino,Pública,7.645834666666667,8.4042,7.0345379447,9.002,7.9841897235,6.26,8.125,5.5,7.495,5.0,-1
Feminino,Pública,0.0,0.0,7.5402350878,9.502,9.7368421055,7.51,7.916666667,5.25,7.75,5.0,-1
Feminino,Pública,0.0,7.1425,7.946388311600001,9.002,9.058441558,7.51,7.5,6.25,7.4175,10.0,0
Masculino,Pública,0.0,7.1215,8.119860173100001,10.002,8.365800865499999,7.51,6.875,8.25,6.79,10.0,0
Feminino,Pública,0.0,0.0,7.466126406900001,9.002,9.5346320345,7.51,7.5,6.0,7.29,5.0,-2
Masculino,Pública,0.0,6.939033333,6.287171861500001,9.002,9.3073593075,5.635,6.875,2.25,6.6225,5.0,-1
Masculino,Pública,0.0,7.6247,8.2432,8.502,10.0,6.26,7.5,7.5,7.585,10.0,0
Feminino,Pública,0.0,8.0107,8.2603406926,10.002,9.2965367965,6.26,7.083333333,8.5,6.8325,10.0,0
Masculino,Pública,7.886571512820513,7.782866667,7.704770175400001,7.502,9.4736842105,5.635,6.458333333,9.0,7.7525,5.0,-1
Masculino,Pública,0.0,7.6765,8.3028861472,9.002,9.0692640695,7.51,7.708333333,7.5,7.835,10.0,0
Feminino,Pública,0.0,7.9568,8.1765333333,9.502,10.0,7.51,8.333333333,7.75,7.96,5.0,-1
Masculino,Pública,8.27865517948718,6.492,6.9375869048,8.502,9.523809524,4.38,7.03125,6.0,6.7075,5.0,-1
Masculino,Pública,7.560770897435898,7.2937,6.972777380900001,8.502,6.9047619045,7.51,7.65625,6.75,6.875,5.0,-1
Masculino,Pública,8.121155846153847,7.8632,7.797628571400001,9.002,7.8571428569999995,7.51,7.5,7.0,7.125,10.0,0
Masculino,Pública,8.361187897435897,8.1932,8.7897,9.002,10.0,7.51,8.125,8.75,7.88,10.0,0
Feminino,Pública,0.0,8.6142,8.375080952400001,7.502,9.761904762,7.51,8.125,7.5,8.045,10.0,0
Masculino,Pública,0.0,7.7242,7.3743785714,9.502,7.8571428569999995,6.26,7.1875,6.0,6.54,10.0,0
Masculino,Pública,0.0,7.7997,7.548241666600001,9.502,8.333333332999999,7.51,7.96875,7.25,7.1675,5.0,-1
Feminino,Pública,0.0,0.0,7.214341666700001,7.418,8.3333333335,7.51,7.96875,6.75,7.04,5.0,-1
Masculino,Pública,6.6443414183535765,6.8735,6.6752,9.002,5.75,7.51,6.25,8.0,5.745,5.0,-1
Masculino,Pública,0.0,0.0,7.405235714200002,9.502,8.571428571,7.51,7.8125,3.5,7.5425,10.0,0
Feminino,Pública,0.0,8.8177,8.475080952400003,9.502,9.761904762,7.51,8.125,7.0,8.045,10.0,0
Feminino,Pública,0.0,0.0,7.560479761900002,10.002,8.8095238095,7.51,7.96875,6.0,7.7525,5.0,-1
Masculino,Pública,0.0,7.1347,5.442610714300001,9.502,3.5714285715,7.51,5.78125,4.75,4.995,5.0,-1
Feminino,Pública,0.0,8.4942,7.8403547619000005,9.002,8.8095238095,7.51,8.4375,7.75,7.6675,5.0,-1
Masculino,Privada,7.725002,6.768666667,7.4798428571999995,8.002,9.0357142855,5.005,6.666666667,6.25,7.276666667,10.0,0
Masculino,Pública,6.342157529411765,0.0,6.643866666600001,8.502,5.9166666665,7.51,6.666666667,4.25,6.713333333,10.0,0
Feminino,Pública,0.0,6.591333333,6.8100812324,7.5,8.5154061625,3.755,7.708333333,6.0,7.553333333,5.0,-1
Feminino,Privada,0.0,7.811366667,7.5198666666000005,8.502,6.833333333500001,6.255,7.708333333,6.25,8.283333333,10.0,1
Feminino,Pública,0.0,7.1617,6.6114857142,7.502,7.5714285715,10.0,7.083333333,3.75,6.943333333,5.0,-1
Feminino,Pública,7.5177707180986655,6.5855,4.9800714287000005,0.0,6.6428571430000005,5.635,6.666666667,3.0,6.606666667,5.0,-1
Masculino,Pública,7.440048629629629,7.553616667,7.3363190476,9.002,8.3214285715,6.88,7.291666667,4.5,7.273333333,10.0,0
Masculino,Pública,0.0,0.0,8.6268666667,9.002,10.0,7.51,7.916666667,7.75,8.17,10.0,0
Feminino,Pública,0.0,0.0,7.1234857143,8.502,7.8214285715,6.25,7.5,6.5,7.67,5.0,-1
Feminino,Pública,0.0,0.0,7.7042238095,8.002,5.880952381,7.51,7.708333333,7.75,8.28,10.0,0
Feminino,Pública,0.0,0.0,6.6442555555,8.002,7.777777778,7.51,7.708333333,3.5,7.833333333,5.0,-1
Masculino,Pública,6.510225610194904,7.278991667,5.2661285715,7.002,6.6071428569999995,4.38,4.791666667,4.25,4.886666667,5.0,-1
Masculino,Pública,0.0,0.0,8.492914285800001,9.502,9.511904762,7.51,7.5,7.75,7.946666667,10.0,0
Feminino,Pública,0.0,7.538908333,6.643252381000002,7.918,7.8214285715,7.51,6.041666667,4.0,5.66,10.0,0
Feminino,Pública,5.262717116883117,6.3972,6.578604762,8.502,5.6428571430000005,6.26,8.125,5.25,8.056666667,5.0,-1
Feminino,Privada,6.322731276895944,5.7191,4.4960809524,7.502,6.095238095,5.63,5.625,1.0,3.506666667,5.0,-1
Feminino,Pública,0.0,0.0,6.0197761904,3.498,8.0357142855,7.51,7.291666667,2.75,7.663333333,5.0,-1
Masculino,Pública,7.771092108287961,8.0442,8.986533333300002,9.502,10.0,8.13,8.333333333,7.5,9.45,10.0,0
Feminino,Pública,7.441449523187053,7.172666667,7.482680952299999,7.418,7.845238095,7.51,7.708333333,5.25,8.0,10.0,0
Feminino,Pública,0.0,0.0,5.879073684200001,8.751,7.280701754500001,7.51,6.041666667,3.25,5.213333333,5.0,-1
Masculino,Pública,0.0,7.9642,8.0333666666,7.502,8.0833333335,7.51,7.708333333,7.5,8.223333333,10.0,0
Masculino,Pública,7.4611133333333335,7.560533333,6.995247619100001,7.502,9.011904762,7.51,7.083333333,5.25,7.166666667,5.0,-1
Feminino,Pública,0.0,7.748866667,8.220866666700001,9.502,10.0,7.51,7.916666667,5.25,8.39,10.0,0
Feminino,Pública,0.0,9.1342,9.498580952300001,9.502,9.511904762,9.375,8.958333333,9.5,9.563333333,10.0,0
Feminino,Pública,7.728843833635814,7.9642,8.040259523700001,8.002,8.7857142855,6.885,8.4375,7.25,7.503333333,10.0,0
Feminino,Pública,7.502401434343434,8.226408333,7.260202380900001,6.25,8.0714285715,7.51,7.8125,5.0,7.443333333,10.0,0
Masculino,Pública,0.0,0.0,6.665390476100001,8.002,8.2976190475,7.51,7.5,3.75,7.273333333,5.0,-1
Masculino,Pública,0.0,0.0,6.784805263200001,9.502,7.460526316,7.51,6.875,3.25,6.27,10.0,0
Masculino,Pública,0.0,6.505333333,7.345521428500001,9.502,7.8095238095,6.26,7.1875,5.0,7.443333333,10.0,0
Masculino,Pública,7.826390666666667,7.8883,7.5794738095000005,8.502,9.0476190475,7.51,7.1875,4.75,7.5,10.0,0
Feminino,Pública,7.0388891111111125,5.823133333,6.219580952400001,9.002,7.595238095,4.385,5.625,3.0,5.996666667,10.0,0
Feminino,Pública,0.0,0.0,6.871961904800001,10.002,9.273809524,7.51,7.5,2.75,7.33,5.0,-1
Feminino,Pública,0.0,0.0,7.6243666666,8.502,10.0,7.51,8.125,6.5,7.053333333,5.0,-1
Masculino,Pública,0.0,0.0,9.074561111000001,8.502,9.722222222,7.51,9.0625,10.0,8.113333333,10.0,0
Feminino,Pública,0.0,0.0,7.288424359,8.002,7.794871795,7.51,9.0625,6.25,7.61,5.0,-1
Masculino,Pública,7.703185605565638,7.617533333,8.2739844611,7.502,9.2355889725,7.51,8.75,7.25,8.003333333,10.0,0
Masculino,Pública,0.0,7.4027,7.7401916040000005,7.418,8.28320802,4.385,7.8125,8.0,7.61,10.0,0
Masculino,Pública,0.0,0.0,7.3344666666,7.418,8.75,7.51,8.75,5.75,7.833333333,5.0,-1
Masculino,Pública,8.306255790104949,7.890533333,8.6777119048,8.002,9.523809524,7.51,8.4375,9.0,7.89,10.0,0
Masculino,Privada,7.794468490299825,8.1357,8.2779474937,7.002,7.9949874685,7.51,8.4375,8.75,8.17,10.0,0
Masculino,Pública,0.0,0.0,8.213723809600001,10.002,7.380952381,7.51,8.75,7.5,8.056666667,10.0,0
Feminino,Privada,8.286620610229278,8.749075,8.5023309524,9.002,9.761904762,3.755,9.0625,8.0,8.84,10.0,0
Masculino,Pública,0.0,0.0,8.836711278200001,9.002,9.022556391,7.51,8.75,9.25,8.28,10.0,0
Feminino,Pública,0.0,0.0,8.1281028822,8.502,8.972431078,7.51,8.4375,7.0,7.443333333,10.0,0
Feminino,Pública,8.025002,7.5682,8.1403666666,9.002,10.0,7.51,8.125,6.0,7.383333333,10.0,0
Masculino,Pública,0.0,0.0,7.459755555500001,8.502,9.4444444445,7.51,8.75,4.75,8.223333333,5.0,-1
Feminino,Pública,0.0,0.0,5.967421532000001,8.002,6.35610766,6.26,6.875,5.0,5.4125,5.0,-1
Masculino,Pública,0.0,0.0,7.404455434800001,10.002,7.195652174,7.51,7.65625,7.5,7.2425,5.0,-1
Masculino,Pública,7.284936897435898,7.0582,7.0366241342,9.168,8.170995671,5.625,7.65625,6.75,6.5375,5.0,-1
Masculino,Pública,0.0,0.0,8.773575000000001,8.502,10.0,7.51,7.96875,8.75,8.1275,10.0,0
Masculino,Pública,8.207451124949126,8.2712,7.9648467391,7.502,9.782608695499999,6.885,7.03125,6.75,7.5825,10.0,0
Masculino,Pública,6.300611568922306,7.0297,6.5398187888,10.002,7.204968943999999,6.255,6.40625,5.75,5.9125,5.0,-1
Feminino,Pública,6.589433478260871,6.6097,6.2964554347999995,7.002,8.695652174,4.375,7.03125,5.25,5.8325,5.0,-1
Feminino,Pública,7.151334755991286,6.7742,4.7704873377000006,9.502,4.188311688500001,4.375,5.78125,2.5,4.835,5.0,-1
Feminino,Pública,7.658744356725147,7.1527,5.8701964286,0.0,7.1428571430000005,6.26,7.65625,3.25,7.0,10.0,0
Feminino,Pública,7.6787352768031205,6.518,6.4975618421000005,7.917,7.7236842105,4.375,6.40625,6.5,6.415,5.0,-1
Feminino,Pública,0.0,7.629533333,7.966711904800001,7.502,9.523809524,7.51,7.1875,7.0,7.21,10.0,0
Masculino,Pública,0.0,7.459533333,6.985788509300001,9.502,7.3291925465,7.51,7.1875,6.25,6.75,5.0,-1
Feminino,Pública,7.9732750774410786,8.683366667,8.8986026915,9.002,9.544513457499999,8.135,8.75,8.25,8.755,10.0,0
Masculino,Pública,0.0,0.0,6.689320600500001,9.502,8.4368530025,5.625,6.5625,5.25,6.415,5.0,-1
Feminino,Pública,7.484878876543211,7.184,7.7888467391,8.002,9.782608695499999,6.255,7.65625,8.0,7.705,5.0,-1
Masculino,Pública,6.025962871794872,6.331533333,6.2236373706000006,7.502,5.983436853,5.625,6.5625,6.75,6.04,5.0,-1
Masculino,Pública,0.0,7.574866667,7.861995031000001,8.502,7.763975155000001,7.51,7.5,7.25,7.54,10.0,0
Feminino,Pública,5.7221032270531405,6.781033333,6.8133640787,8.002,8.0020703935,5.625,7.1875,6.75,6.4075,5.0,-1
Masculino,Pública,7.420353564102564,7.408033333,7.467500983400001,8.002,7.525879916999999,7.51,7.03125,6.75,6.79,10.0,0
Masculino,Pública,6.953207128205129,6.078666667,5.4653662008,0.0,6.873706004,6.255,7.65625,4.0,6.9975,5.0,-1
Feminino,Pública,8.057507539961014,8.048033333,8.4695488613,8.502,8.6542443065,6.885,7.5,9.25,8.0,10.0,0
Feminino,Pública,0.0,0.0,7.384207505200001,8.002,7.960662526,5.625,6.71875,7.5,6.2875,10.0,0
Feminino,Pública,0.0,6.970583333,8.2841303831,10.002,9.0890269155,7.51,7.65625,7.0,7.7475,10.0,0
Feminino,Pública,7.590428480704481,7.984741667,8.93195,8.502,10.0,7.51,7.8125,9.25,8.4975,10.0,0
Feminino,Pública,7.861617939393939,7.219366667,6.629159109700001,8.502,5.7660455485,5.625,6.5625,8.0,6.535,5.0,-1
Feminino,Pública,7.5251831594202905,8.4712,7.9281521222,9.002,8.871635610999999,7.51,7.03125,9.25,7.2475,5.0,-1
Masculino,Pública,6.464252763285025,7.7167,7.0833015528,7.418,8.198757764,5.625,6.5625,8.75,6.165,5.0,-1
Masculino,Pública,7.3000233675213675,6.78,6.035771224300001,10.002,6.3272311215000006,7.51,7.03125,3.25,5.83,5.0,-1
Feminino,Pública,7.901663220043574,7.979325,8.469255555700002,8.002,7.152777778,6.885,9.166666667,9.5,8.666666667,10.0,0
Feminino,Pública,8.452910432147561,8.62995,8.578533333400001,9.002,10.0,7.51,7.5,8.5,7.386666667,10.0,0
Masculino,Pública,7.4166680000000005,7.85605,7.426572549100001,10.002,6.573529412,7.51,8.333333333,6.25,6.386666667,10.0,0
