Gênero,Tipo de Escola,INDE 22,INDE 23,INDE 24,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem
Masculino,Pública,8.199571556935819,8.532866667,8.3569352941,10.002,8.607843137333333,9.375,7.083333333,7.666666666666667,7.28,10.0,1
Feminino,Pública,7.866088525252525,7.332,8.689300000100001,9.168,10.0,7.51,8.541666667,7.5,8.336666667,10.0,1
Feminino,Privada,0.0,8.316133333,8.2889555555,8.334,9.277777777666666,6.255,7.291666667,8.333333333333334,7.893333333,10.0,0
Masculino,Pública,7.454659477025898,7.716366667,8.008488888833334,8.751,7.361111111,7.51,8.541666667,7.666666666666667,7.613333333,10.0,0
Masculino,Pública,0.0,0.0,7.9631703704333345,9.168,7.935185184999999,8.13,7.916666667,7.166666666666667,7.106666667,10.0,1
Feminino,Pública,7.624482920314255,7.482533333,7.684639869300001,9.168,9.498366013,7.51,7.291666667,5.0,6.94,10.0,0
Masculino,Pública,0.0,8.049,8.407166666633334,9.585,10.0,7.51,7.083333333,6.666666666666667,8.28,10.0,0
Masculino,Pública,0.0,7.3715,7.817322222166666,8.751,9.861111111,7.51,7.083333333,5.333333333333333,7.22,10.0,1
Masculino,Pública,6.745835333333334,5.57,5.544981481433334,7.5,6.157407407333333,7.51,6.458333333,2.8333333333333335,5.5,5.0,-1
Feminino,Pública,0.0,8.382366667,7.601562962866668,8.751,8.314814814666667,7.51,8.125,5.666666666666667,6.833333333,10.0,1
Feminino,Pública,0.0,0.0,7.709588888900001,6.667,9.027777777666666,6.885,7.708333333,6.833333333333333,7.056666667,10.0,0
Masculino,Pública,7.180380522045855,6.4745,6.718348148233334,10.002,8.324074074,6.88,6.666666667,4.166666666666667,6.826666667,5.0,-2
Masculino,Pública,7.475002333333333,7.345033333,6.6438703703,7.5,4.851851851666666,7.51,7.291666667,5.333333333333333,6.883333333,10.0,0
Feminino,Pública,6.725002000000001,7.242133333,6.5276296297,7.5,4.981481481666667,7.51,7.083333333,4.833333333333333,6.776666667,10.0,0
Feminino,Pública,8.180094592592592,8.2857,7.894888888933334,9.585,9.694444444333334,3.76,6.875,6.333333333333333,8.336666667,10.0,1
Feminino,Pública,8.150001333333332,7.621466667,8.225462962900002,9.585,9.231481481333333,7.51,7.916666667,7.166666666666667,7.223333333,10.0,0
Feminino,Pública,6.745479946323136,6.081675,6.872009064333334,9.168,7.851461988333334,8.76,7.1875,4.333333333333333,7.1175,5.0,-1
Feminino,Pública,0.0,7.880716667,7.908044272466667,8.751,6.829721362333333,8.135,6.875,8.0,7.83,10.0,0
Masculino,Pública,6.825507272727274,6.595533333,6.778749122800001,8.751,7.223245614,8.76,7.5,4.0,7.665,5.0,-1
Feminino,Pública,7.284286390189521,7.25025,7.187625925933334,7.917,8.429629629666666,7.51,6.25,6.0,5.67,10.0,0
Feminino,Pública,6.64462715942029,6.363666667,6.728911403533334,6.666,6.839473684333334,6.885,6.5625,4.833333333333333,6.915,10.0,0
Feminino,Pública,0.0,7.2757,6.793890866866667,9.585,6.191537667666666,7.51,6.5625,4.166666666666667,6.7825,10.0,0
Feminino,Privada,7.381391333333333,7.935466667,7.121622213600001,7.917,6.108152734666667,2.51,7.65625,7.833333333333333,7.625,10.0,1
Masculino,Pública,6.445832675903806,5.283583333,6.024753703733333,9.168,5.818518518666667,7.51,7.1875,3.0,6.8725,5.0,-1
Masculino,Pública,8.040676603174603,8.5592,8.647409313733334,9.585,9.670588235333334,7.51,8.28125,7.333333333333333,8.545,10.0,0
Masculino,Pública,7.928601818181819,8.720366667,8.185838802933334,10.002,7.881527348,7.51,7.5,7.166666666666667,8.375,10.0,0
Feminino,Pública,8.018089853232116,8.548033333,7.429623555266667,8.334,7.5029927763333335,8.13,6.40625,7.0,6.21,10.0,1
Feminino,Pública,6.930756190476192,6.492408333,6.7359982456,7.917,6.5964912280000005,7.51,6.25,4.5,6.745,10.0,0
Feminino,Pública,6.646760592592592,6.607533333,6.616193704866666,5.833,6.501135191,8.13,6.875,4.333333333333333,6.8275,10.0,0
Masculino,Pública,6.927631024851692,5.954666667,6.795673420466667,8.334,7.2122004356666665,8.75,5.625,4.166666666666667,6.245,10.0,0
Feminino,Pública,7.406743477025898,8.438533333,7.507033333333333,8.751,10.0,8.135,7.375,3.6666666666666665,6.738,10.0,1
Feminino,Pública,0.0,0.0,5.696233333333334,8.334,5.0,7.51,7.125,2.6666666666666665,6.83,5.0,-1
Masculino,Pública,0.0,0.0,8.337,9.168,8.633333333333333,6.88,8.25,8.166666666666666,7.736,10.0,0
Feminino,Pública,0.0,7.5667,7.437466666666667,8.751,9.533333333333333,2.51,8.375,5.0,7.836,10.0,0
Feminino,Pública,7.044440865959365,6.733566667,7.1074778554666675,7.917,7.6107226106666666,7.51,7.625,4.166666666666667,7.234,10.0,0
Masculino,Pública,8.172164185520362,6.548333333,6.942581818200001,9.168,7.090909091,7.51,6.25,5.0,6.158,10.0,0
Feminino,Pública,0.0,0.0,6.0886079922,7.501,6.304873294333333,8.135,7.375,3.1666666666666665,6.966,5.0,-2
Feminino,Pública,6.658016026362202,6.7093,6.624588235266668,8.334,6.286274509666666,2.51,7.5,5.666666666666667,6.998,10.0,0
Feminino,Pública,0.0,7.192,7.388266666666667,9.585,8.716666666666667,7.51,7.625,5.666666666666667,7.698,5.0,-1
Masculino,Pública,0.0,6.956533333,3.7894777778,0.0,3.3555555556666667,6.26,5.125,2.3333333333333335,5.066,5.0,-1
Masculino,Pública,5.84372876673568,6.774866667,7.177130604266668,9.168,7.038986354666666,7.51,7.75,4.666666666666667,6.966,10.0,0
Feminino,Pública,7.276307053600185,7.709366667,6.0175222222,7.5,6.194444444333333,6.885,7.0,2.6666666666666665,5.534,10.0,0
Masculino,Pública,0.0,0.0,6.754584615400001,7.5,8.076923077,7.51,7.25,5.0,7.066,5.0,-1
Feminino,Pública,0.0,7.163833333,7.0305545924,7.084,7.846439628666666,9.38,6.75,3.8333333333333335,6.866,10.0,0
Feminino,Pública,0.0,0.0,6.905568627466667,8.334,8.674509804,6.885,6.625,5.833333333333333,6.598,5.0,-1
Feminino,Pública,0.0,0.0,7.296598575533334,7.501,6.210826211,8.13,6.25,8.166666666666666,6.165,10.0,0
Feminino,Pública,0.0,8.3167,8.180966666666668,9.168,10.0,7.51,8.125,5.833333333333333,7.67,10.0,0
Masculino,Pública,0.0,7.309333333,7.360417647066668,9.168,7.137254902,8.13,6.875,6.833333333333333,5.745,10.0,0
Masculino,Pública,0.0,0.0,6.900662108266667,8.334,6.374643874666667,8.75,7.5,4.666666666666667,6.17,10.0,0
Masculino,Pública,0.0,8.0037,6.563952941199999,8.751,6.278431372666667,8.13,6.875,4.333333333333333,5.33,10.0,0
Feminino,Pública,0.0,5.886625,6.864053921600001,9.585,7.682352941333334,7.51,7.1875,5.666666666666667,6.33,5.0,-1
Masculino,Pública,8.12134394356261,6.864508333,7.4019,8.334,9.566666666666666,7.51,6.875,7.333333333333333,6.25,5.0,-1
Masculino,Pública,5.557438118548119,6.5982,7.218157142866668,7.918,8.380952381,8.13,6.875,4.833333333333333,6.415,10.0,0
Feminino,Pública,0.0,0.0,6.748480626800001,7.917,6.467236467333334,8.13,7.5,6.666666666666667,6.335,5.0,-1
Feminino,Pública,0.0,0.0,6.482499715066667,8.334,5.2421652420000004,7.51,7.5,4.833333333333333,5.665,10.0,0
Masculino,Pública,0.0,0.0,6.514862200466668,9.585,7.441394335666668,7.51,7.1875,4.166666666666667,6.325,5.0,-2
Feminino,Pública,6.995504201058202,7.8768,7.515491249000001,7.917,8.999164578333334,6.875,8.28125,4.166666666666667,7.875,10.0,0
Feminino,Pública,7.475860455026456,6.6552,5.228470175466667,4.584,4.707017544,2.51,6.875,3.3333333333333335,6.1175,10.0,0
Feminino,Pública,0.0,8.743366667,7.1837526524666675,8.334,7.588638262333333,8.13,8.28125,3.5,7.4575,10.0,1
Masculino,Pública,8.18081096969697,8.3547,7.715491666666668,10.002,9.266666666666667,7.51,8.28125,6.166666666666667,7.7475,5.0,-1
Masculino,Pública,0.0,0.0,6.064236111066667,9.585,5.222222222,7.51,7.03125,4.333333333333333,6.2025,5.0,-1
Masculino,Pública,0.0,7.6647,6.906276357600001,8.334,6.152715121333333,7.51,7.5,4.666666666666667,7.04,10.0,1
Masculino,Pública,6.664746446689114,5.958791667,5.410188638266668,8.334,6.377276524666667,2.51,6.25,3.6666666666666665,5.96,5.0,-1
Masculino,Pública,6.923613111111111,7.9087,7.3416246032,7.917,8.715873016,7.51,7.8125,4.0,7.3725,10.0,0
Feminino,Pública,6.613163153439154,7.5853,5.7693807644,7.917,5.278195488666667,2.51,6.71875,3.8333333333333335,6.1625,10.0,0
Feminino,Pública,0.0,9.175033333,8.390566666666668,8.334,9.133333333333333,7.51,8.125,8.5,7.335,10.0,0
Masculino,Pública,0.0,0.0,5.9717087542,9.585,4.7710437709999995,7.51,7.5,3.5,6.79,5.0,-2
Masculino,Pública,6.511662330532213,6.312083333,5.680161507933333,8.751,3.7396825396666666,6.88,7.03125,4.0,6.83,5.0,-1
Masculino,Pública,0.0,0.0,7.443301282066667,9.585,9.743589743666666,7.51,7.1875,3.1666666666666665,7.165,10.0,0
Masculino,Pública,0.0,6.874683333,6.095440873,9.168,5.565079365,8.13,7.03125,3.5,6.7475,5.0,-2
Feminino,Pública,7.750398603174604,8.416866667,7.082591269866667,9.585,9.149206349333333,3.76,7.1875,4.0,6.9975,10.0,0
Masculino,Pública,0.0,0.0,7.641184313700001,8.334,9.003921568666668,7.51,8.333333333,4.333333333333333,7.78,10.0,0
Masculino,Pública,0.0,0.0,6.941692592633334,6.666,9.629629629666667,8.76,7.291666667,4.0,7.22,5.0,-2
Feminino,Pública,7.301750696192697,7.579533333,6.985329691766667,8.751,6.004481792666667,8.76,8.333333333,3.6666666666666665,7.333333333,10.0,0
Feminino,Pública,0.0,6.7351,5.458179831866667,8.751,4.547899159666667,8.135,7.5,1.6666666666666667,6.383333333,5.0,-1
Feminino,Pública,8.100927925925927,7.385666667,8.103217647033333,8.751,9.537254901999999,8.76,8.333333333,5.166666666666667,7.89,10.0,0
Feminino,Pública,7.192527343915344,7.518,8.331124561366668,7.083,9.382456140333334,7.51,9.166666667,6.5,8.893333333,10.0,0
Feminino,Pública,7.7853369992229995,8.3198,8.238600000066668,7.501,10.0,8.76,8.125,6.833333333333333,7.166666667,10.0,0
Feminino,Pública,6.65156698989899,6.780833333,6.668152941266667,9.168,5.978431372666667,7.51,7.5,4.166666666666667,6.106666667,10.0,0
Feminino,Pública,8.093255968253969,8.3532,8.207433333400001,8.751,9.6,6.885,8.125,7.5,7.056666667,10.0,0
Masculino,Pública,0.0,0.0,7.4827333334,8.334,10.0,6.255,8.125,3.0,8.056666667,10.0,0
Feminino,Pública,5.451260674038036,7.2379,7.5447559291,8.751,9.182446312,7.51,7.708333333,4.5,7.056666667,10.0,0
Feminino,Pública,7.741668666666667,7.153766667,7.2457999999666685,7.083,5.733333333333333,7.51,7.291666667,8.0,6.553333333,10.0,0
Feminino,Privada,7.987503111111112,8.4242,8.702387301666668,9.168,9.241269841333333,7.51,8.75,8.5,8.056666667,10.0,1
Masculino,Pública,7.523833791887125,7.8307,6.357733333300001,8.334,7.3999999999999995,6.885,6.458333333,4.0,7.05,5.0,-1
Feminino,Privada,8.622225333333333,8.3527,8.676133333333334,9.168,9.833333333333334,7.51,8.75,7.833333333333333,8.0,10.0,1
Masculino,Pública,5.818056666666667,7.231033333,6.407590225500001,9.585,3.380451127666667,6.885,7.291666667,5.333333333333333,6.443333333,10.0,0
Masculino,Pública,0.0,0.0,6.666811111166668,7.917,5.222222222333333,7.51,7.916666667,4.0,7.44,10.0,0
Feminino,Pública,6.875668240944242,0.0,7.098988888900001,8.751,6.111111111,8.13,8.333333333,4.5,7.276666667,10.0,0
Masculino,Pública,8.339199975308643,8.2282,7.8284999999666685,9.585,9.700000000000001,7.51,7.916666667,6.833333333333333,7.603333333,5.0,-1
Masculino,Pública,7.403129618406286,7.069766667,6.610947619100001,7.084,5.061904762,7.51,7.291666667,5.5,6.55,10.0,0
Masculino,Pública,7.779763904761905,6.748833333,6.942277777866667,9.585,7.155555555666666,6.885,6.875,4.666666666666667,6.216666667,10.0,0
Feminino,Pública,0.0,8.600033333,8.238553968266668,9.168,9.841269841333334,8.75,8.125,4.5,8.83,10.0,1
Masculino,Pública,7.303241851851853,5.612,5.457877193033333,7.5,3.087719298333333,6.885,6.458333333,3.8333333333333335,4.946666667,10.0,0
Masculino,Pública,0.0,7.769866667,7.7564571427,8.751,8.914285714,7.51,7.708333333,6.0,6.883333333,10.0,0
Feminino,Pública,0.0,0.0,8.228500000033334,9.585,8.916666666666666,7.51,7.916666667,7.0,7.72,10.0,0
Feminino,Privada,7.451335164578111,8.6067,8.8602539683,9.585,9.441269841333334,7.51,8.958333333,8.666666666666666,8.166666667,10.0,1
Masculino,Pública,6.017619047619047,7.043666667,5.766892063566667,8.334,3.9841269843333333,7.51,7.083333333,2.5,5.886666667,10.0,0
Feminino,Pública,0.0,7.410108333,8.1371,8.334,10.0,10.0,8.625,6.0,8.706,5.0,-1
Masculino,Pública,0.0,0.0,7.643772047733333,9.168,8.705360238666666,8.755,8.5,5.5,8.302,5.0,-1
Feminino,Privada,8.219954610229276,8.65075,8.832389092333335,9.168,8.973112128333334,6.26,8.875,9.333333333333334,8.704,10.0,1
Feminino,Pública,8.48808864197531,7.377583333,7.711540746133334,7.5,7.155537064000001,5.635,8.0,8.166666666666666,7.668,10.0,1
Masculino,Privada,7.992900671071327,8.437641667,8.932712280733334,9.168,9.407894737,9.38,8.75,8.166666666666666,8.44,10.0,1
Feminino,Pública,0.0,0.0,6.330428437666668,7.917,5.2929755216666665,6.885,8.375,4.666666666666667,7.604,5.0,-1
Masculino,Privada,7.882917128747796,8.002591667,8.421271701,9.585,7.605358505000001,9.38,8.625,7.0,8.706,10.0,1
Feminino,Privada,0.0,0.0,8.4721031746,9.168,9.206349206333334,5.635,8.5,8.166666666666666,8.336,10.0,1
Feminino,Privada,0.0,7.968658333,8.268876190466667,8.751,9.702380952333334,5.635,8.75,8.5,9.074,5.0,-1
Feminino,Pública,7.3003789545454545,7.586241667,8.266902371533334,7.917,9.249011857666666,6.26,8.25,7.5,8.372,10.0,0
Masculino,Privada,7.5636047979797985,7.892341667,7.419398245666667,8.334,7.554824561666667,6.88,8.125,7.166666666666667,8.206,5.0,-1
Masculino,Pública,0.0,0.0,7.9402206349333335,9.585,9.174603174666666,5.0,8.0,9.0,7.734,5.0,-1
Masculino,Pública,6.787123434343435,5.887708333,6.834286748466667,7.5,5.512100409000001,6.26,7.5,5.833333333333333,7.196,10.0,0
Feminino,Pública,7.908336,7.61835,8.384742583733333,8.751,9.673046251999999,6.885,8.0,7.666666666666667,7.766,10.0,1
Feminino,Pública,5.8522472498487605,6.207083333,6.807291921866668,7.918,7.885292942666666,5.63,7.625,5.666666666666667,7.398,5.0,-2
Masculino,Pública,6.837216877492878,8.287441667,8.052795331466667,9.168,7.441643324,7.51,7.625,6.833333333333333,8.8375,10.0,0
Masculino,Pública,6.417875178463399,6.567208333,4.3639463364,9.585,5.414731682,5.635,3.5,1.0,3.545,5.0,-1
Masculino,Pública,7.834006201914523,7.840341667,5.9794829346,8.334,4.453748006333333,6.26,6.375,3.1666666666666665,6.7925,10.0,1
Feminino,Pública,0.0,0.0,5.458833333333334,6.25,8.666666666666666,5.01,6.25,0.5,6.8725,5.0,-2
Feminino,Pública,6.950124578570855,7.38685,7.209434085200001,9.168,7.268170426,6.26,6.875,5.0,7.6275,10.0,1
Feminino,Pública,0.0,0.0,7.604211111133335,8.751,8.305555555666666,7.51,7.25,7.0,8.46,5.0,-1
Masculino,Pública,0.0,0.0,5.0761468806000005,8.334,4.942067736333334,6.885,5.75,2.1666666666666665,5.2875,5.0,-1
Masculino,Pública,0.0,0.0,5.816448179266667,0.0,8.102240896333333,7.51,6.375,5.5,6.0375,5.0,-1
Feminino,Pública,0.0,0.0,7.759243871133334,9.168,9.247219355666667,7.51,7.75,6.5,8.335,5.0,-2
Feminino,Pública,0.0,0.0,7.913942087533334,8.334,8.771043771,7.51,7.75,8.166666666666666,8.335,5.0,-2
Masculino,Pública,6.689521871961853,6.452008333,6.627336016533334,8.334,6.656346749333334,5.635,5.25,5.333333333333333,6.5375,10.0,1
Feminino,Pública,0.0,0.0,7.8003261438000004,9.168,7.493464052333334,7.51,8.0,8.166666666666666,8.5025,5.0,-1
Feminino,Pública,7.720170621212121,7.221958333,6.646485739800001,0.0,8.306595365666666,6.26,7.75,4.333333333333333,8.5875,10.0,0
Feminino,Pública,6.943054722222223,7.557558333,7.838218894866668,9.168,6.827094474333333,6.26,7.125,7.5,8.5875,10.0,0
Feminino,Pública,0.0,0.0,5.7191555556,6.666,7.111111111333334,6.26,6.875,2.1666666666666665,6.9175,5.0,-2
Feminino,Pública,0.0,0.0,7.894084175066667,9.585,7.542087542,7.51,7.75,8.333333333333334,8.6725,5.0,-1
Masculino,Pública,0.0,0.0,7.2484555556,8.334,9.111111111333335,5.005,7.5,5.666666666666667,8.545,5.0,-1
Feminino,Pública,0.0,0.0,8.080345634866667,9.168,9.841269841333334,7.51,7.65625,7.5,8.393333333,5.0,-1
Masculino,Pública,0.0,7.076008333,7.1023212964,8.334,6.481481481666667,7.51,7.65625,6.833333333333333,7.946666667,5.0,-2
Masculino,Pública,0.0,0.0,6.743847969266667,9.168,6.120448179333334,6.26,7.65625,5.0,8.556666667,5.0,-1
Feminino,Pública,0.0,0.0,7.777244180000001,8.751,8.399470899666667,7.51,7.8125,7.333333333333333,8.616666667,5.0,-1
Feminino,Pública,0.0,7.829958333,8.749111111066668,7.5,9.722222222333334,5.635,8.125,9.0,9.393333333,10.0,1
Feminino,Pública,0.0,0.0,7.318459391466667,9.168,8.624338624,6.885,7.65625,5.333333333333333,8.28,5.0,-1
Feminino,Privada,0.0,7.666033333,8.5452952381,6.667,9.523809523666666,5.005,9.166666667,8.833333333333334,8.95,10.0,0
Feminino,Pública,6.940909599240267,7.539875,6.757026587266667,8.751,7.728174603333334,6.26,7.65625,4.5,7.723333333,5.0,-1
Feminino,Pública,0.0,0.0,7.4636202380666665,8.334,9.523809523666666,5.635,6.40625,6.666666666666667,8.44,5.0,-1
Feminino,Privada,7.928183035966957,7.809875,8.568424074066666,8.751,9.537037037,5.635,8.4375,7.833333333333333,9.06,10.0,0
Feminino,Pública,6.605761359666916,7.627125,7.492006349133335,9.168,7.162698412666667,6.26,7.5,5.5,8.333333333,10.0,1
Masculino,Pública,0.0,0.0,6.305585581933334,10.002,4.993386243333333,7.51,7.34375,4.333333333333333,7.273333333,5.0,-1
Feminino,Pública,7.110494326118326,7.337116667,6.980833740133334,9.168,7.890668700666666,6.26,6.875,4.5,6.362,10.0,0
Masculino,Pública,5.096608405982907,5.444625,6.125104328999999,7.083,6.645021645,5.0,6.75,5.0,7.064,5.0,-2
Masculino,Pública,6.77720046886447,6.223833333,5.805712280733333,9.168,6.324561403666666,5.63,6.75,3.0,6.43,5.0,-1
Masculino,Pública,8.400003111111111,7.5408,8.036024386733335,9.168,8.600288600333334,7.51,7.875,5.833333333333333,8.47,10.0,1
Feminino,Pública,0.0,7.821633333,7.119011111133333,8.334,8.888888889,5.005,8.0,4.666666666666667,8.87,5.0,-1
Feminino,Pública,7.558498337662337,6.757958333,8.072200721466668,7.5,8.607503607333333,7.51,7.625,7.5,7.936,10.0,0
Feminino,Pública,0.0,7.340775,6.6777135642,7.5,7.821067821,7.51,7.125,2.0,7.5,10.0,1
Feminino,Pública,0.0,0.0,7.880605848,8.334,6.761695906666667,7.51,7.5,7.333333333333333,8.636,10.0,1
Feminino,Pública,6.654070674842067,5.630833333,5.965307936466667,7.5,6.349206349,7.51,6.75,4.333333333333333,5.764,5.0,-1
Feminino,Pública,7.439744423076924,8.080008333,8.448920634933334,8.751,9.674603174666666,7.51,7.875,7.0,8.502,10.0,0
Feminino,Pública,7.682753058681186,7.469175,7.169905291000001,8.751,6.921693121666666,6.26,7.25,4.333333333333333,8.464,10.0,1
Masculino,Privada,4.786323286324786,4.406458333,5.806145462066667,7.917,4.854560643666667,7.51,7.0,4.166666666666667,6.296,5.0,-2
Feminino,Pública,0.0,0.0,7.894385710733333,8.751,9.090261886999999,5.635,8.5,7.166666666666667,9.272,5.0,-2
Masculino,Pública,0.0,0.0,7.790523996266667,8.751,9.049953314666666,7.51,7.875,6.166666666666667,9.168,5.0,-1
Feminino,Pública,6.742777235591996,7.205041667,7.480115873000001,9.168,7.698412698333333,7.51,7.125,5.166666666666667,7.634,10.0,0
Feminino,Privada,7.958056222222224,7.598208333,9.049892592566668,9.168,9.629629629666667,6.88,8.958333333,9.166666666666666,8.95,10.0,0
Masculino,Pública,0.0,0.0,6.9787022855,8.334,7.834844760666667,6.26,7.083333333,6.333333333333333,7.386666667,5.0,-1
Masculino,Pública,0.0,0.0,6.472788888966667,8.334,8.069444444333334,6.255,6.666666667,4.5,6.666666667,5.0,-1
Feminino,Pública,0.0,0.0,7.8197579711000005,7.917,7.753623188333333,6.26,9.166666667,8.166666666666666,9.006666667,5.0,-1
Masculino,Pública,7.843149036414566,6.819625,7.526188206666666,8.751,8.954191033333332,5.63,7.8125,7.5,7.58,5.0,-1
Feminino,Pública,6.350091965367965,6.329158333,6.6430030186,7.917,7.9050567596666665,4.38,7.65625,4.833333333333333,8.0,5.0,-1
Feminino,Pública,0.0,0.0,7.429837830666667,8.334,9.153439153333332,7.51,7.8125,5.5,8.1675,5.0,-1
Feminino,Pública,5.800078489240228,7.011091667,7.2528500000000005,8.751,9.666666666666666,5.63,7.8125,4.833333333333333,8.1675,5.0,-1
Feminino,Pública,6.380177212121212,6.552916667,7.7298118421333335,7.917,9.140350877333333,5.01,7.34375,6.833333333333333,7.54,10.0,0
Feminino,Pública,0.0,0.0,6.730367016866668,10.002,6.775210084333334,7.51,7.65625,4.0,7.7925,5.0,-1
Feminino,Pública,6.339605488215488,6.850183333,7.167975,7.501,10.0,6.26,7.34375,5.5,7.2875,5.0,-1
Feminino,Pública,0.0,0.0,6.555764327466668,10.002,6.128654970666666,5.01,6.875,5.666666666666667,7.54,5.0,-1
Feminino,Pública,7.378176603174603,6.993766667,6.981130848,9.585,8.011695906666667,7.51,7.03125,3.3333333333333335,6.4975,10.0,0
Feminino,Pública,8.427782,8.257658333,8.533628557533333,8.334,8.401559454333333,7.51,8.4375,8.833333333333334,8.2925,10.0,0
Masculino,Pública,7.195372592592593,7.665083333,7.0875128168,8.334,7.614522417333333,6.26,7.96875,3.6666666666666665,7.875,10.0,0
Feminino,Pública,0.0,0.0,7.34055,9.168,10.0,7.51,7.8125,3.75,8.2075,5.0,-2
Feminino,Pública,0.0,0.0,7.303823728133333,7.917,8.640618640666666,7.51,7.5,4.0,7.415,10.0,0
Feminino,Pública,7.940280666666667,7.72685,7.341187280733334,8.334,9.616228070333333,7.51,7.34375,3.3333333333333335,7.1625,10.0,0
Feminino,Pública,0.0,6.018083333,6.6304815790000005,8.751,7.763157895,5.635,7.8125,4.0,7.79,5.0,-1
Feminino,Privada,7.2323363079922025,7.779983333,7.279762962966667,7.083,9.148148147999999,5.635,7.291666667,4.833333333333333,7.4125,10.0,0
Feminino,Pública,7.5555417556855105,7.373891667,8.044378070166667,8.334,8.456140351,6.26,8.020833333,7.333333333333333,8.125,10.0,0
Masculino,Pública,7.68295498989899,7.821816667,7.534949122800001,9.168,8.898245614,5.635,7.5,5.0,7.625,10.0,0
Feminino,Pública,5.671800072463768,5.977708333,6.0768703704,0.0,5.918518518666667,7.51,7.5,6.833333333333333,7.6275,5.0,-1
Feminino,Pública,8.226391777777778,6.814166667,6.905439215666667,8.334,5.9151960783333335,5.635,7.5,5.0,7.8775,10.0,1
Feminino,Pública,6.802149357015729,6.760341667,8.410830701766667,9.168,7.4947368423333325,7.51,8.020833333,9.0,8.21,10.0,0
Masculino,Pública,0.0,7.749391667,8.6794789474,8.334,9.824561403666666,7.51,8.125,7.833333333333333,8.755,10.0,0
Feminino,Pública,5.261113333333334,6.632716667,5.683064814833333,7.5,3.074074074,6.26,6.354166667,4.166666666666667,6.1175,10.0,0
Feminino,Pública,0.0,0.0,5.260851851866667,0.0,6.259259259333334,7.51,7.5,2.5,7.54,5.0,-1
Feminino,Pública,0.0,7.44215,7.473167836266667,7.917,9.135672514666666,6.26,6.875,5.666666666666667,7.0375,10.0,0
Feminino,Pública,6.535165330634278,6.855541667,6.635847117766667,0.0,7.027568922333333,7.51,7.708333333,5.5,8.0425,10.0,0
Masculino,Privada,7.912811530864198,8.144425,8.700808577033333,8.751,8.972709551666666,7.51,8.541666667,8.0,9.13,10.0,1
Masculino,Pública,6.0302058333333335,5.914291667,6.2443426900666665,8.751,3.9520467836666664,7.51,6.875,5.666666666666667,7.535,5.0,-2
Feminino,Privada,8.175157209876545,8.1686,9.125183333366667,8.751,10.0,7.51,8.229166667,9.333333333333334,9.0475,10.0,1
Feminino,Privada,7.35895350617284,7.7261,8.355707894766669,7.083,9.382456140666667,6.26,8.020833333,8.166666666666666,8.5475,10.0,1
Feminino,Privada,7.460804469135802,7.356358333,7.544228947400001,8.334,9.557894737,6.26,7.8125,4.0,7.96,10.0,1
Feminino,Pública,0.0,7.307858333,7.452799122766667,8.334,8.498245614,6.26,8.020833333,6.333333333333333,8.625,5.0,-1
Masculino,Pública,8.116668666666667,8.10555,9.016616666700001,10.002,10.0,6.26,8.229166667,9.0,8.8375,10.0,0
Feminino,Pública,0.0,0.0,8.1907875086,7.917,8.267770876333332,7.51,10.0,8.666666666666666,8.806,5.0,-1
Feminino,Pública,0.0,0.0,6.1707952862,7.083,6.430976431,7.51,8.125,3.5,7.064,5.0,-2
Feminino,Pública,5.679047285714286,6.337116667,6.5991307798,9.168,7.323153899,6.26,8.125,4.5,6.896,5.0,-1
Feminino,Pública,0.0,0.0,6.812545479666667,7.917,6.854727398333334,7.51,8.125,5.5,7.432,5.0,-1
Feminino,Pública,7.680083750915751,8.256833333,8.5892756038,8.334,8.743961352333335,7.51,9.6875,8.666666666666666,7.77,10.0,1
Masculino,Pública,6.05804740909091,6.394291667,6.693026811600001,8.334,7.898550724666666,6.26,7.8125,4.833333333333333,7.03,5.0,-1
Masculino,Pública,8.716975028083027,8.030716667,8.488232329,8.751,9.540744978333334,7.51,9.0625,6.666666666666667,8.572,10.0,1
Feminino,Pública,0.0,7.213625,6.885305555533334,6.25,8.444444444333334,5.635,7.8125,6.833333333333333,6.8,5.0,-1
Masculino,Pública,0.0,0.0,6.638525017333334,6.249,4.868875086666667,6.26,9.0625,6.5,8.538,5.0,-1
Masculino,Pública,0.0,0.0,5.731267287800001,9.585,6.112836439,6.26,6.25,3.0,5.996,5.0,-2
Masculino,Pública,7.130972888888889,7.549025,7.9444309524,8.751,9.761904762,6.885,7.8125,8.0,7.736,5.0,-2
Masculino,Pública,7.280371036414566,8.240016667,7.233804589400001,7.917,8.454106280333333,5.635,7.8125,4.666666666666667,7.366,10.0,0
Masculino,Pública,5.561111555555557,4.603416667,5.8522943469666675,9.585,6.633138401666667,6.255,5.416666667,3.6666666666666665,5.833333333,5.0,-2
Masculino,Pública,0.0,0.0,6.6599304233000005,8.334,7.949735449666666,6.26,7.395833333,2.3333333333333335,7.021666667,10.0,0
Feminino,Pública,0.0,0.0,7.261016666766667,8.751,10.0,7.51,8.229166667,3.3333333333333335,8.226666667,5.0,-2
Feminino,Privada,7.006941758454106,7.062433333,7.646383333300001,9.168,8.5,5.635,7.604166667,8.0,8.028333333,5.0,-1
Feminino,Pública,0.0,0.0,6.7187063492,7.5,8.412698412666666,7.51,8.125,2.8333333333333335,8.28,5.0,-1
