ID_ALUNO,ANO,IAN,IDA,IEG,IAA,IPS,IPP,IPV,INDE_2024,DEFAS_UNICA,DELTA_IDA
RA-1136,2024,5.0,1.6666666666666667,4.547899159666667,8.751,8.135,7.5,6.383333333,5.458179831866667,-1.0,-4.933333333333333
RA-1137,2023,10.0,6.5,9.8,9.5,6.27,9.375,9.843333333,,0.0,
RA-1137,2024,10.0,3.5,7.588638262333333,8.334,8.13,8.28125,7.4575,7.1837526524666675,1.0,-3.0
RA-1138,2023,5.0,9.3,9.2,9.0,6.27,9.166666667,8.566666667,,-1.0,
RA-1139,2023,10.0,5.3,9.1,8.5,5.64,8.125,7.79,,0.0,
RA-1139,2024,10.0,4.666666666666667,6.152715121333333,8.334,7.51,7.5,7.04,6.906276357600001,1.0,-0.6333333333333329
RA-114,2023,5.0,5.6,6.0,0.0,3.14,7.5,7.255,,-2.0,0.2999999999999998
RA-1140,2023,10.0,7.3,8.7,4.7,7.52,7.708333333,7.62,,0.0,
RA-1140,2024,10.0,7.0,6.112440191499999,6.834,7.51,8.125,7.39,7.3473880383,0.0,-0.2999999999999998
RA-1141,2023,5.0,5.9,8.8,9.0,7.52,7.708333333,7.113333333,,-1.0,
RA-1141,2024,10.0,4.166666666666667,6.191537667666666,9.585,7.51,6.5625,6.7825,6.793890866866667,0.0,-1.7333333333333334
RA-1142,2023,10.0,10.0,10.0,9.0,7.52,8.541666667,8.343333333,,0.0,
RA-1142,2024,10.0,8.5,9.133333333333333,8.334,7.51,8.125,7.335,8.390566666666668,0.0,-1.5
RA-1143,2023,5.0,5.3,7.0,8.8,6.26,7.5,6.2075,,-2.0,
RA-1143,2024,2.5,3.1666666666666665,5.201336675,9.585,9.38,7.03125,6.79,5.881225668333334,-3.0,-2.1333333333333333
RA-1144,2023,10.0,8.0,9.4,0.0,5.02,8.28125,8.0025,,0.0,
RA-1145,2023,10.0,7.8,9.5,0.0,4.39,8.59375,8.63,,1.0,
RA-1146,2023,5.0,3.7,8.8,9.6,6.26,7.1875,6.965,,-1.0,
RA-1146,2024,5.0,2.0,5.017209691,10.002,6.88,6.25,5.883333333,5.3933086048000005,-2.0,-1.7000000000000002
RA-1147,2023,5.0,6.7,8.3,8.3,6.26,7.1875,7.0075,,-1.0,
RA-1147,2024,5.0,3.1666666666666665,6.125925926,8.751,8.755,6.25,5.495,5.833118518533334,-1.0,-3.5333333333333337
RA-1148,2023,10.0,5.7,8.6,7.9,3.77,7.5,7.2125,,1.0,
RA-1149,2023,5.0,7.2,9.8,8.3,2.52,7.96875,8.1725,,-1.0,
RA-1149,2024,5.0,6.0,10.0,8.334,10.0,8.625,8.706,8.1371,-1.0,-1.2000000000000002
RA-115,2023,5.0,4.2,7.1,8.8,5.0,7.34375,7.215,,-1.0,0.40000000000000036
RA-115,2024,5.0,4.166666666666667,4.164756812,7.917,6.26,6.75,5.726,5.404184695733334,-2.0,-0.033333333333333215
RA-1150,2023,2.5,6.7,9.8,9.2,2.52,7.96875,7.835,,-3.0,
RA-1150,2024,5.0,6.833333333333333,6.481481481666667,8.334,7.51,7.65625,7.946666667,7.1023212964,-2.0,0.13333333333333286
RA-1151,2023,10.0,8.3,9.5,7.5,2.52,7.65625,7.545,,0.0,
RA-1151,2024,10.0,9.0,9.722222222333334,7.5,5.635,8.125,9.393333333,8.749111111066668,1.0,0.6999999999999993
RA-1152,2023,5.0,6.8,9.4,0.0,5.0,7.8125,7.585,,-1.0,
RA-1153,2023,5.0,7.2,10.0,7.9,7.52,7.65625,8.63,,-1.0,
RA-1153,2024,5.0,8.5,9.702380952333334,8.751,5.635,8.75,9.074,8.268876190466667,-1.0,1.2999999999999998
RA-1154,2023,10.0,5.1,9.3,9.6,5.63,7.65625,7.67,,0.0,
RA-1154,2024,5.0,8.0,9.200000000000001,7.917,7.51,7.34375,6.745,7.5660750000000005,-1.0,2.9000000000000004
RA-1155,2023,5.0,8.0,9.2,9.2,5.63,7.5,8.2925,,-1.0,
RA-1155,2024,5.0,4.666666666666667,8.888888889,8.334,5.005,8.0,8.87,7.119011111133333,-1.0,-3.333333333333333
RA-1156,2023,10.0,5.3,9.2,8.3,2.52,7.96875,7.7925,,0.0,
RA-1156,2024,10.0,2.0,7.821067821,7.5,7.51,7.125,7.5,6.6777135642,1.0,-3.3
RA-1157,2023,5.0,5.7,8.8,9.2,6.26,7.5,7.0025,,-1.0,
RA-1157,2024,5.0,7.0,9.082539682666665,9.585,7.51,7.96875,8.466,7.916082936533334,-1.0,1.2999999999999998
RA-1158,2023,5.0,4.3,8.6,7.5,2.52,7.5,7.34,,-1.0,
RA-1159,2023,10.0,3.1,6.6,5.8,2.52,7.1875,7.1325,,0.0,
RA-116,2023,5.0,4.7,7.6,6.7,5.0,7.96875,7.5475,,-2.0,-1.2000000000000002
RA-116,2024,5.0,4.5,7.535353535666666,8.334,5.635,6.875,6.73,6.337470707133334,-2.0,-0.20000000000000018
RA-1160,2023,10.0,2.7,8.7,9.6,2.52,6.875,7.2575,,0.0,
RA-1160,2024,5.0,3.1666666666666665,8.201288245,8.751,7.51,6.25,6.2475,6.274190982333334,-1.0,0.46666666666666634
RA-1161,2023,10.0,6.3,8.1,6.3,2.52,8.28125,8.63,,0.0,
RA-1162,2023,10.0,6.0,8.5,8.3,3.77,7.8125,7.7525,,0.0,
RA-1162,2024,10.0,5.666666666666667,9.135672514666666,7.917,6.26,6.875,7.0375,7.473167836266667,0.0,-0.33333333333333304
RA-1163,2023,5.0,7.2,9.3,8.8,7.52,7.65625,7.75,,-1.0,
RA-1163,2024,10.0,7.833333333333333,9.824561403666666,8.334,7.51,8.125,8.755,8.6794789474,0.0,0.6333333333333329
RA-1164,2023,10.0,4.8,7.5,9.2,2.52,7.65625,7.545,,0.0,
RA-1165,2023,10.0,7.3,9.1,9.2,5.0,7.1875,7.2925,,0.0,
RA-1165,2024,10.0,8.0,6.829721362333333,8.751,8.135,6.875,7.83,7.908044272466667,0.0,0.7000000000000002
RA-1166,2023,5.0,4.8,9.6,8.3,7.52,7.65625,7.9175,,-2.0,
RA-1166,2024,5.0,6.333333333333333,8.498245614,8.334,6.26,8.020833333,8.625,7.452799122766667,-1.0,1.5333333333333332
RA-1167,2023,2.5,3.8,7.6,8.8,2.52,7.65625,7.9625,,-3.0,
RA-1168,2023,10.0,3.5,8.8,0.0,2.52,7.65625,7.045,,0.0,
RA-1168,2024,5.0,5.666666666666667,7.682352941333334,9.585,7.51,7.1875,6.33,6.864053921600001,-1.0,2.166666666666667
RA-1169,2023,5.0,6.3,9.5,7.5,5.0,7.03125,8.0025,,-1.0,
RA-1169,2024,5.0,6.833333333333333,8.444444444333334,6.25,5.635,7.8125,6.8,6.885305555533334,-1.0,0.5333333333333332
RA-1170,2023,5.0,5.9,7.7,8.8,7.52,7.1875,6.5775,,-1.0,
RA-1170,2024,5.0,3.5,5.565079365,9.168,8.13,7.03125,6.7475,6.095440873,-2.0,-2.4000000000000004
RA-1171,2023,5.0,8.7,8.4,7.9,5.0,8.75,8.88,,-1.0,
RA-1171,2024,5.0,7.5,7.230158729999999,8.334,7.51,8.645833333,8.643333333,7.6236817459,-1.0,-1.1999999999999993
RA-1172,2023,5.0,6.7,7.8,8.3,2.52,8.59375,8.46,,-2.0,
RA-1172,2024,5.0,3.3333333333333335,6.0634920633333325,7.5,6.26,7.25,6.196,5.719565079333334,-1.0,-3.3666666666666667
RA-1173,2023,10.0,6.0,9.7,8.8,2.52,7.8125,8.1225,,0.0,
RA-1173,2024,10.0,5.833333333333333,9.665831245,9.168,7.51,8.125,8.2,8.220132915666667,0.0,-0.16666666666666696
RA-1174,2023,5.0,6.8,8.7,9.2,2.52,8.90625,8.3375,,-1.0,
RA-1174,2024,10.0,5.0,8.349567099333333,8.751,6.26,7.5,7.266,7.374213419866667,0.0,-1.7999999999999998
RA-1175,2023,2.5,6.3,5.3,8.3,2.52,7.65625,7.6275,,-3.0,
RA-1176,2023,10.0,8.2,9.3,8.3,7.52,9.6875,9.17,,1.0,
RA-1176,2024,10.0,9.166666666666666,9.682539682666667,8.751,6.26,8.59375,8.9225,8.914816269866666,1.0,0.9666666666666668
RA-1177,2023,10.0,7.2,9.9,10.0,2.52,8.90625,8.88,,0.0,
RA-1177,2024,10.0,7.333333333333333,9.824561403666666,8.751,6.26,7.65625,8.125,8.3233039474,0.0,0.13333333333333286
RA-1178,2023,5.0,5.7,9.3,8.8,2.52,7.96875,8.2125,,-2.0,
RA-1178,2024,5.0,8.333333333333334,9.682539682666667,8.751,6.26,7.5,8.696,8.0934746032,-1.0,2.6333333333333337
RA-1179,2023,5.0,5.0,8.1,9.6,4.38,6.875,7.17,,-1.0,
RA-1180,2023,5.0,5.4,9.5,8.3,5.0,7.1875,7.7125,,-1.0,
RA-1181,2023,10.0,4.8,8.3,8.8,2.52,7.5,7.3375,,0.0,
RA-1181,2024,10.0,3.8333333333333335,5.036075036,9.168,6.26,7.125,5.862,6.2015816738666665,0.0,-0.9666666666666663
RA-1182,2023,5.0,4.2,6.3,7.5,2.52,6.71875,7.2125,,-2.0,
RA-1183,2023,5.0,5.3,8.7,7.5,2.52,6.09375,6.7575,,-1.0,
RA-1184,2023,5.0,7.3,8.3,8.3,5.0,8.125,8.045,,-2.0,
RA-1184,2024,5.0,7.666666666666667,8.658008657666668,6.666,7.51,7.291666667,7.5,7.411701731566668,-1.0,0.36666666666666714
RA-1185,2023,10.0,7.5,9.1,7.5,5.0,7.8125,8.3775,,1.0,
RA-1186,2023,5.0,5.5,9.8,8.8,6.89,6.875,7.3825,,-2.0,
RA-1187,2023,10.0,5.3,6.9,8.8,2.52,7.34375,6.715,,1.0,
RA-1188,2024,5.0,7.0,10.0,9.168,7.51,8.125,7.106666667,7.801633333400001,-1.0,0.5999999999999996
RA-1189,2024,5.0,7.666666666666667,8.672360248333332,9.585,7.51,7.5,7.106666667,7.6486387164,-1.0,1.5666666666666673
RA-119,2024,10.0,7.366666666666667,9.983333333,7.083,6.57,7.5,7.5,8.085299999933333,1.0,
RA-1190,2023,10.0,4.2,9.2,0.0,5.0,7.34375,7.045,,0.0,
RA-1191,2023,10.0,3.7,7.2,7.5,5.0,5.0,6.26,,0.0,
RA-1192,2023,5.0,5.8,8.7,7.9,2.52,7.96875,7.6675,,-1.0,
RA-1193,2023,10.0,4.1,7.8,0.0,5.0,7.1875,7.13,,0.0,
RA-1193,2024,5.0,4.0,7.763157895,8.751,5.635,7.8125,7.79,6.6304815790000005,-1.0,-0.09999999999999964
RA-1194,2023,10.0,6.1,9.0,8.8,5.0,7.5,7.6675,,1.0,
RA-1195,2023,2.5,5.4,8.3,0.0,2.52,8.28125,8.0025,,-3.0,
RA-1195,2024,5.0,6.166666666666667,9.855072463666666,9.585,5.63,7.5,7.663333333,7.5085144926666665,-2.0,0.7666666666666666
RA-1196,2023,10.0,7.5,8.2,0.0,5.0,7.8125,8.045,,0.0,
RA-1197,2023,5.0,7.3,8.4,6.7,5.0,7.03125,7.215,,-1.0,
RA-1198,2023,5.0,6.7,9.4,8.3,6.26,7.5,7.9625,,-1.0,
RA-1198,2024,5.0,3.5,9.458874459,8.751,7.51,7.375,7.332,6.9217748918,-1.0,-3.2
RA-1199,2023,5.0,6.2,9.1,6.7,5.0,6.875,8.0875,,-2.0,
RA-1199,2024,5.0,9.0,8.571428571333334,7.5,5.005,6.5625,8.466,7.614235714266666,-2.0,2.8
RA-1200,2023,10.0,4.0,6.4,0.0,5.0,7.5,6.8725,,0.0,
RA-1200,2024,5.0,1.5,7.099419478000001,7.917,6.26,7.5,6.27,5.6415838956,-1.0,-2.5
RA-1201,2023,10.0,7.8,9.6,9.2,3.77,8.59375,8.7575,,0.0,
RA-1201,2024,5.0,9.0,9.523809523666666,8.751,7.51,8.333333333,8.56,8.376195238033333,-1.0,1.2000000000000002
RA-1202,2023,5.0,3.3,7.6,7.1,7.52,7.34375,6.67,,-1.0,
RA-1203,2023,5.0,7.2,10.0,9.2,2.52,7.96875,7.8775,,-1.0,
RA-1203,2024,10.0,9.0,9.649122807,9.168,7.51,8.375,8.572,8.9495245614,0.0,1.7999999999999998
RA-1204,2023,5.0,6.1,8.7,7.5,5.0,7.8125,7.2125,,-1.0,
RA-1205,2023,2.5,5.0,9.2,9.2,6.26,7.5,7.085,,-3.0,
RA-1206,2023,5.0,5.6,8.3,8.8,2.52,7.8125,7.7125,,-2.0,
RA-1207,2023,10.0,5.5,9.0,8.8,5.0,7.8125,7.63,,0.0,
RA-1207,2024,5.0,5.333333333333333,6.581140350999999,8.334,7.51,7.34375,6.5375,6.509169736866667,-1.0,-0.16666666666666696
RA-1208,2023,10.0,6.2,8.8,8.8,2.52,6.875,6.2525,,0.0,
RA-1209,2023,5.0,7.4,9.4,7.5,5.0,7.8125,7.7125,,-1.0,
RA-121,2023,5.0,6.0,8.8,6.3,5.0,7.34375,7.4625,,-1.0,-1.2000000000000002
RA-121,2024,5.0,8.833333333333334,8.152958153,8.751,6.26,7.25,6.764,7.476158297266668,-2.0,2.833333333333334
RA-1210,2023,5.0,4.7,9.4,9.6,5.0,7.8125,8.09,,-1.0,
RA-1210,2024,10.0,5.5,10.0,9.585,7.51,7.875,8.166,8.2302,0.0,0.7999999999999998
RA-1211,2023,5.0,6.2,9.1,7.1,5.0,7.8125,7.7125,,-1.0,
RA-1212,2023,5.0,4.2,8.9,8.3,5.0,7.65625,7.715,,-1.0,
RA-1213,2023,5.0,6.0,8.4,0.0,2.52,7.8125,7.715,,-2.0,
RA-1214,2023,10.0,7.4,9.8,9.6,6.89,7.5,7.6725,,0.0,
RA-1214,2024,10.0,8.0,9.081527348,10.002,8.13,8.28125,7.663333333,8.5902971362,0.0,0.5999999999999996
RA-1215,2023,10.0,4.1,5.6,7.1,5.0,7.5,7.1725,,0.0,
RA-1216,2023,5.0,7.9,9.0,9.6,5.63,7.5,7.795,,-2.0,
RA-1217,2023,5.0,5.9,7.9,0.0,5.63,7.65625,7.38,,-1.0,
RA-1218,2023,5.0,5.3,9.2,7.5,5.0,7.5,7.1325,,-1.0,
RA-1219,2023,10.0,6.3,6.5,8.8,5.63,7.34375,7.38,,0.0,
RA-1220,2023,5.0,6.8,9.0,0.0,5.0,7.8125,7.63,,-1.0,
RA-1220,2024,5.0,7.666666666666667,8.555555555666666,7.083,6.885,7.5,6.26,7.143244444466667,-1.0,0.8666666666666671
RA-1221,2023,5.0,8.7,9.1,9.2,6.26,8.0,8.09,,-1.0,
RA-1222,2023,5.0,6.8,10.0,7.1,5.63,6.875,6.005,,-1.0,
RA-1223,2023,10.0,9.0,9.3,8.8,5.0,6.875,7.2925,,0.0,
RA-1224,2023,5.0,8.0,9.4,8.3,5.0,7.125,7.6325,,-1.0,
RA-1226,2024,10.0,6.066666666666666,9.0,8.334,6.885,7.5,7.5,7.785233333333334,0.0,
RA-1227,2024,10.0,0.0,0.0,8.751,7.195,7.5,7.5,4.8446,0.0,
RA-1228,2024,10.0,0.0,0.0,8.751,7.51,7.5,7.5,4.8761,0.0,
RA-1229,2024,10.0,0.0,0.0,9.168,6.57,7.5,7.5,4.8238,0.0,
RA-123,2023,5.0,5.7,9.4,0.0,5.0,6.875,6.8375,,-2.0,-0.7999999999999998
RA-123,2024,5.0,7.166666666666667,8.412698412666666,7.5,5.635,6.71875,6.43,6.887248015866668,-1.0,1.4666666666666668
RA-1230,2024,10.0,0.0,0.0,7.917,7.195,7.5,7.5,4.7612000000000005,0.0,
RA-125,2023,5.0,5.8,7.7,9.2,5.0,8.125,7.835,,-1.0,-1.2999999999999998
RA-125,2024,5.0,6.166666666666667,5.6428571430000005,8.334,7.51,7.34375,7.232,6.627079761933334,-1.0,0.36666666666666714
RA-127,2023,10.0,6.4,7.8,8.8,6.26,8.4375,8.6725,,0.0,-1.5
RA-127,2024,10.0,7.833333333333333,9.488636363666666,8.751,7.51,7.625,8.538,8.5605939394,0.0,1.4333333333333327
RA-1275,2024,10.0,8.0,8.6666666665,10.002,6.26,5.625,5.446666667,7.611366666700001,0.0,
RA-1276,2024,10.0,8.0,9.3333333335,10.002,3.76,7.5,7.05,8.002866666700001,0.0,
RA-1277,2024,10.0,8.0,9.0833333335,10.002,3.76,7.5,7.046666667,7.952200000100001,0.0,
RA-1278,2024,5.0,7.5,4.1666666665,9.002,3.76,5.0,4.173333333,5.444199999900001,-1.0,
RA-1279,2024,5.0,8.25,10.0,10.002,6.26,7.5,7.78,8.0822,-1.0,
RA-128,2023,5.0,5.7,7.3,6.7,5.0,7.34375,7.5475,,-1.0,0.10000000000000053
RA-1280,2024,5.0,8.5,9.5454545455,10.002,6.26,7.5,8.336666667,8.152624242500002,-1.0,
RA-1281,2024,5.0,9.25,9.5454545455,7.918,6.26,7.5,7.78,7.982890909100001,-1.0,
RA-1282,2024,5.0,9.25,8.1136363635,9.502,6.26,7.5,7.89,7.8769272727000015,-1.0,
RA-1283,2024,5.0,9.0,9.230769231,10.002,7.51,7.5,8.28,8.3033538462,-2.0,
RA-1284,2024,10.0,10.0,9.347826087,9.002,2.51,7.8125,7.89,8.3800152174,0.0,
RA-1285,2024,10.0,8.0,8.830227742999998,10.002,2.51,7.5,8.946666667,8.156578882000002,0.0,
RA-1286,2024,10.0,7.0,5.051759834,8.002,2.51,5.3125,4.61,5.914801966800001,0.0,
RA-1287,2024,5.0,7.75,9.3064182195,10.002,2.51,8.125,8.223333333,7.619650310500001,-1.0,
RA-1288,2024,10.0,10.0,7.9813664595,9.002,2.51,7.1875,7.273333333,7.9208899585,0.0,
RA-1289,2024,5.0,7.75,9.4444444445,7.002,7.51,5.9375,6.166666667,7.2171722223,-1.0,
RA-1290,2024,5.0,8.75,10.0,10.002,7.51,7.5,8.28,8.407200000000001,-1.0,
RA-1291,2024,5.0,8.25,9.5,9.502,7.51,7.5,7.89,8.079200000000002,-1.0,
RA-1292,2024,5.0,8.25,4.7727272725,7.502,7.51,7.1875,7.893333333,6.9031621211,-1.0,
RA-1293,2024,5.0,8.5,9.4949494945,8.002,7.51,6.875,8.336666667,8.005023232300001,-1.0,
RA-1294,2024,5.0,7.75,10.0,9.502,7.51,6.875,7.553333333,7.9493666666,-2.0,
RA-1295,2024,10.0,7.5,9.5227272725,10.002,2.51,7.5,8.28,8.0617454545,0.0,
RA-1296,2024,5.0,6.5,8.4444444445,9.002,2.51,7.5,8.336666667,7.0574222223000005,-1.0,
RA-1297,2024,5.0,9.25,9.761904762,9.502,2.51,7.5,6.833333333,7.620247619000001,-1.0,
RA-1298,2024,10.0,6.75,6.643356643500001,9.502,7.51,7.1875,7.393333333,7.577287995300001,0.0,
RA-1299,2024,5.0,6.5,7.638888889,8.502,7.51,7.1875,7.11,7.069727777800001,-2.0,
RA-1300,2024,5.0,9.0,8.75,8.502,2.51,7.5,8.613333333,7.623866666600001,-1.0,
RA-1301,2024,5.0,7.0,2.9166666665000003,9.502,2.51,7.5,6.0,5.6345333333,-1.0,
RA-1302,2024,10.0,4.0,5.416666667,10.002,2.51,6.25,4.996666667,5.758866666800001,0.0,
RA-1303,2024,10.0,10.0,10.0,10.002,2.51,7.5,9.17,8.8352,0.0,
RA-1304,2024,5.0,6.0,7.9575163395,9.002,8.135,7.8125,6.493333333,7.085119934500001,-2.0,
RA-1305,2024,5.0,4.75,8.710526316,8.502,2.51,7.8125,8.053333333,6.685221929800001,-1.0,
RA-1306,2024,5.0,9.75,10.0,9.002,8.135,7.5,7.946666667,8.503033333400001,-1.0,
RA-1307,2024,10.0,5.5,5.833333333500001,10.002,6.255,6.25,5.383333333,6.5940333333000005,0.0,
RA-1308,2024,5.0,6.0,7.445652174,10.002,7.51,7.5,5.933333333,6.876997101400001,-1.0,
RA-1309,2024,10.0,7.5,9.1666666665,9.002,7.51,7.5,8.223333333,8.379199999899999,0.0,
RA-131,2023,5.0,2.2,7.8,8.3,5.0,7.65625,6.8,,-1.0,-3.3999999999999995
RA-131,2024,5.0,5.0,9.444444444666667,8.751,7.51,7.708333333,7.386666667,7.263155555633333,-2.0,2.8
RA-1310,2024,10.0,10.0,9.375,8.502,2.51,7.8125,8.166666667,8.3907833334,0.0,
RA-1311,2024,10.0,0.0,9.166666667,9.002,2.51,7.5,8.386666667,6.4118666668,0.0,
RA-1312,2024,5.0,6.5,8.333333333,10.002,7.51,6.25,8.336666667,7.510200000000001,-1.0,
RA-1313,2024,10.0,6.25,8.125,9.502,7.51,7.5,8.446666667,8.0155333334,0.0,
RA-1314,2024,10.0,9.0,8.541666667,7.418,7.51,7.5,7.443333333,8.239799999999999,0.0,
RA-1315,2024,10.0,9.0,8.3333333335,6.834,7.51,7.5,8.5,8.3510666667,0.0,
RA-1316,2024,5.0,7.75,8.20855615,9.002,7.51,7.5,7.5,7.59291123,-1.0,
RA-1317,2024,5.0,10.0,7.0721925135,7.502,7.51,7.5,7.5,7.665638502700001,-1.0,
RA-1318,2024,5.0,5.0,7.6871657755000005,8.502,7.51,7.1875,7.33,6.823383155100001,-1.0,
RA-1319,2024,5.0,8.5,5.7516339865,8.502,7.51,7.5,7.5,7.201526797300001,-1.0,
RA-132,2023,10.0,6.5,8.7,7.5,2.52,7.65625,7.715,,0.0,-1.2000000000000002
RA-132,2024,10.0,8.333333333333334,8.380952380666665,8.334,7.51,8.59375,8.44,8.4746321428,0.0,1.833333333333334
RA-1320,2024,5.0,8.25,9.1666666665,9.002,7.51,7.5,7.5,7.8845333333,-1.0,
RA-1321,2024,10.0,8.75,8.875,9.002,6.885,6.5625,5.915,7.95295,0.0,
RA-1322,2024,10.0,7.5,9.0,9.502,7.51,8.4375,8.165,8.47795,0.0,
RA-1323,2024,5.0,7.0,9.0833333335,10.002,7.51,6.875,6.66,7.487366666700001,-1.0,
RA-1324,2024,5.0,8.5,10.0,10.002,7.51,7.8125,8.0,8.332450000000001,-1.0,
RA-1325,2024,10.0,10.0,9.5227272725,9.002,7.51,8.4375,7.915,8.9824954545,0.0,
RA-1326,2024,10.0,4.5,9.2916666665,9.002,7.51,7.8125,7.245,7.6397833333000005,0.0,
RA-1327,2024,10.0,7.5,9.3333333335,9.002,7.51,7.8125,7.325,8.264116666700001,0.0,
RA-1328,2024,5.0,10.0,8.2083333335,8.502,7.51,7.5,7.83,8.0588666667,-1.0,
RA-1329,2024,10.0,6.5,10.0,9.502,7.51,6.5625,6.66,7.98945,0.0,
RA-133,2023,5.0,5.3,7.9,7.5,2.52,7.1875,6.505,,-1.0,-0.2999999999999998
RA-1330,2024,10.0,9.5,9.3333333335,10.002,7.51,8.4375,7.915,8.944616666700002,0.0,
RA-1331,2024,10.0,7.25,7.291666666499999,9.002,7.51,8.4375,7.245,7.8522833333,0.0,
RA-1332,2024,5.0,8.25,9.411764706,8.502,7.51,9.375,7.665,8.1040529412,-2.0,
RA-1333,2024,5.0,9.25,10.0,7.502,6.255,9.375,7.75,8.213199999999999,-1.0,
RA-1334,2024,5.0,9.0,10.0,10.002,5.625,9.375,7.75,8.350200000000001,-1.0,
RA-1335,2024,5.0,8.75,9.75,9.002,7.51,9.375,7.665,8.3217,-2.0,
RA-1336,2024,5.0,9.5,6.2008281575,9.502,2.51,7.5,7.75,7.141365631500001,-1.0,
RA-1337,2024,5.0,6.0,4.722222222,8.002,7.51,6.875,5.66,6.015144444400001,-2.0,
RA-1338,2024,5.0,3.0,8.6607142855,8.002,7.51,6.875,5.33,6.1368428571,-1.0,
RA-1339,2024,5.0,8.75,10.0,8.502,6.885,5.0,5.33,7.3547,-1.0,
RA-1340,2024,10.0,10.0,8.392857143,9.502,7.51,5.625,7.0,8.3422714286,0.0,
RA-1341,2024,5.0,10.0,9.246031746,10.002,7.51,5.625,6.0,7.862906349200001,-1.0,
RA-1342,2024,5.0,9.0,9.761904762,9.502,7.51,7.5,5.575,7.8185809524000005,-1.0,
RA-1343,2024,10.0,9.75,10.0,8.002,7.51,6.25,8.5,8.8262,0.0,
RA-1344,2024,10.0,10.0,10.0,8.502,7.51,8.75,9.425,9.3612,0.0,
RA-1345,2024,5.0,6.25,9.4590643275,8.502,7.51,6.25,6.83,7.2340128655000004,-1.0,
RA-1346,2024,10.0,5.5,8.0595238095,9.502,7.51,6.25,6.66,7.3701047619,0.0,
RA-1347,2024,5.0,5.0,8.7857142855,8.502,2.51,5.625,6.165,6.153842857100001,-1.0,
RA-1348,2024,5.0,9.0,8.5913312695,7.502,7.51,8.75,7.83,7.9604662539,-1.0,
RA-1349,2024,5.0,8.5,8.388888889,8.002,7.51,8.4375,7.915,7.855727777800001,-1.0,
RA-1350,2024,5.0,8.5,10.0,8.502,8.755,8.4375,7.83,8.335450000000002,-2.0,
RA-1351,2024,5.0,8.75,9.230769231,9.002,8.13,8.4375,7.665,8.1861038462,-1.0,
RA-1352,2024,5.0,8.5,9.5,10.002,8.13,8.4375,7.665,8.289950000000001,-1.0,
RA-1353,2024,5.0,3.0,9.5,8.002,7.51,6.875,6.08,6.454700000000001,-1.0,
RA-1354,2024,5.0,6.0,8.3636363635,9.502,7.51,8.125,7.335,7.353427272700001,-1.0,
RA-1355,2024,5.0,7.0,6.5227272725,10.002,7.51,8.125,7.17,7.202245454500001,-1.0,
RA-1356,2024,10.0,5.5,9.4444444445,9.002,7.51,8.125,7.085,7.8695888889,0.0,
RA-1357,2024,5.0,6.75,7.5,8.002,7.51,8.125,7.335,7.1807,-1.0,
RA-1358,2024,10.0,4.0,7.380952381,9.168,5.01,6.25,6.17,6.552990476200001,0.0,
RA-1359,2024,10.0,6.0,9.0,8.502,5.635,5.625,6.17,7.2102,0.0,
RA-1360,2024,10.0,5.0,7.0018115945,8.502,7.51,5.625,6.42,6.8480623189,0.0,
RA-1361,2024,10.0,10.0,9.375,9.502,5.635,7.5,8.0,8.738700000000001,0.0,
RA-1362,2024,10.0,8.5,6.875,10.002,5.635,6.875,6.915,7.709200000000001,0.0,
RA-1363,2024,10.0,6.5,10.0,7.418,5.635,6.875,6.99,7.690800000000001,0.0,
RA-1364,2024,5.0,8.75,8.4166666665,8.002,7.51,6.875,6.99,7.570033333300001,-1.0,
RA-1365,2024,5.0,6.5,9.7916666665,9.002,6.26,6.875,6.99,7.3700333333,-1.0,
RA-1366,2024,5.0,6.5,6.6032608695,9.002,7.51,7.5,6.99,6.919852173900001,-1.0,
RA-1367,2024,10.0,8.75,8.3804347825,10.002,7.51,7.5,7.5,8.427286956500001,0.0,
RA-1368,2024,10.0,9.5,10.0,7.002,7.51,7.5,7.5,8.6012,0.0,
RA-1369,2024,10.0,8.0,8.6304347825,8.502,6.26,7.5,7.5,8.052286956500001,0.0,
RA-137,2023,5.0,6.0,6.3,7.1,2.52,6.40625,6.88,,-2.0,-1.2999999999999998
RA-137,2024,5.0,6.833333333333333,7.582972583,9.585,5.005,4.791666667,6.276666667,6.576761183366667,-2.0,0.833333333333333
RA-1370,2024,5.0,9.0,8.722222222,10.002,7.51,7.5,7.5,8.0456444444,-1.0,
RA-1371,2024,5.0,4.5,6.9782608695,7.502,7.51,6.875,7.5,6.4843521739,-1.0,
RA-1372,2024,10.0,4.75,10.0,9.502,8.13,7.5,7.5,7.9632000000000005,0.0,
RA-1373,2024,5.0,6.75,8.8804347825,9.502,7.51,7.5,7.5,7.577286956500001,-1.0,
RA-1374,2024,5.0,5.25,9.347826087,9.502,7.51,7.5,7.5,7.3707652174,-1.0,
RA-1375,2024,5.0,8.25,10.0,9.502,7.51,7.5,7.5,8.101200000000002,-1.0,
RA-1376,2024,5.0,9.75,9.6153846155,9.002,7.51,7.5,7.5,8.2742769231,-1.0,
RA-1377,2024,10.0,5.5,10.0,9.002,8.13,6.875,6.99,7.8987,0.0,
RA-1378,2024,5.0,6.75,9.2857142855,9.002,8.13,7.5,7.5,7.6703428571,-1.0,
