ID_ALUNO,ANO,IAN,IDA,IEG,IAA,IPS,IPP,IPV,INDE_2024,DEFAS_UNICA,DELTA_IDA
RA-1379,2024,5.0,7.25,8.6842105265,9.502,3.755,5.9375,5.16,6.638292105300001,-1.0,
RA-138,2023,5.0,4.3,7.9,10.0,6.26,7.34375,7.4175,,-2.0,-1.2999999999999998
RA-138,2024,5.0,5.833333333333333,8.751803751666666,9.585,7.51,7.708333333,7.443333333,7.3860274169,-2.0,1.5333333333333332
RA-1380,2024,10.0,8.0,8.784461152999999,9.502,4.385,7.1875,7.5,7.964342230600001,0.0,
RA-1381,2024,10.0,9.5,10.0,9.502,8.13,8.75,7.5,9.038200000000002,0.0,
RA-1382,2024,5.0,7.5,9.761904762,8.502,7.51,7.8125,7.5,7.834830952400001,-1.0,
RA-1383,2024,10.0,8.5,9.2606516295,8.502,7.51,7.1875,7.5,8.3720803259,0.0,
RA-1384,2024,5.0,5.0,7.5689223055,8.002,7.51,6.25,5.16,6.221984461100001,-2.0,
RA-1385,2024,5.0,8.0,10.0,10.002,4.385,6.875,7.5,7.7262,-1.0,
RA-1386,2024,5.0,7.25,9.761904762,9.002,7.51,7.5,7.5,7.803580952400001,-1.0,
RA-1387,2024,5.0,8.0,8.759398496,9.502,7.51,7.5,7.5,7.8030796992,-1.0,
RA-1388,2024,5.0,5.0,8.214285713999999,9.002,6.88,7.5,7.67,7.015057142799999,-1.0,
RA-1389,2024,10.0,10.0,9.7916666665,9.002,6.88,7.5,8.42,8.980533333299999,0.0,
RA-1390,2024,10.0,8.25,9.7916666665,9.502,5.005,7.5,8.42,8.4930333333,0.0,
RA-1391,2024,10.0,10.0,9.2916666665,8.502,7.51,7.5,8.17,8.8435333333,0.0,
RA-1392,2024,5.0,0.0,5.625,9.002,7.51,7.5,7.0,5.4262,-1.0,
RA-1393,2024,10.0,5.0,7.5,9.502,3.755,7.5,8.42,7.2597000000000005,0.0,
RA-1394,2024,5.0,5.75,8.6944444445,9.502,7.51,8.125,8.003333333,7.503255555500002,-1.0,
RA-1395,2024,10.0,7.75,10.0,9.502,7.51,7.8125,7.836666667,8.5997833334,0.0,
RA-1396,2024,5.0,6.5,10.0,9.502,7.51,8.125,7.67,7.8477,-1.0,
RA-1397,2024,5.0,7.0,10.0,9.002,6.26,8.125,7.946666667,7.8280333334000005,-1.0,
RA-1398,2024,5.0,8.0,9.555335968,6.918,7.51,8.125,8.616666667,7.989700527000001,-1.0,
RA-1399,2024,5.0,6.0,9.7727272725,9.002,5.005,7.5,8.166666667,7.438578787899999,-1.0,
RA-1400,2024,10.0,7.25,6.6501976285,8.418,7.51,7.5,7.5,7.622839525700001,0.0,
RA-1401,2024,5.0,10.0,8.888888889,6.918,7.51,7.8125,8.085,8.1188277778,-2.0,
RA-1402,2024,10.0,7.25,9.5454545455,10.002,7.51,8.4375,8.17,8.588040909100002,0.0,
RA-1403,2024,5.0,8.75,9.3073593075,9.002,7.51,8.4375,8.255,8.257421861500001,-1.0,
RA-1404,2024,10.0,7.5,9.090909091,8.502,7.51,8.4375,8.17,8.3971318182,0.0,
RA-1405,2024,10.0,8.75,8.6363636365,8.002,7.51,8.125,8.17,8.4749727273,0.0,
RA-1406,2024,5.0,7.5,8.8636363635,8.002,7.51,8.4375,8.255,7.8186772727000005,-1.0,
RA-1407,2024,5.0,5.75,9.318181818,10.002,7.51,7.8125,7.5,7.546086363600001,-1.0,
RA-1408,2024,5.0,6.75,8.409090909,10.002,7.51,8.4375,7.5,7.626768181800001,-1.0,
RA-1409,2024,5.0,7.25,9.0909090905,10.002,7.51,8.4375,7.5,7.863131818100001,-1.0,
RA-141,2023,5.0,4.5,8.4,9.6,5.63,7.03125,7.0425,,-1.0,-1.2000000000000002
RA-1410,2024,5.0,6.25,8.1136363635,9.002,7.51,8.75,8.165,7.5319272727,-1.0,
RA-1411,2024,5.0,2.75,9.5,9.002,6.26,8.4375,7.835,6.886950000000001,-1.0,
RA-1412,2024,10.0,9.75,9.3073593075,10.002,7.51,8.75,8.835,9.204671861500001,0.0,
RA-1413,2024,5.0,7.25,8.593073593,9.002,7.51,8.4375,7.92,7.747564718600001,-2.0,
RA-1414,2024,10.0,8.5,9.2965367965,9.502,6.885,8.75,8.835,8.840007359300001,0.0,
RA-1415,2024,5.0,6.75,9.7727272725,8.002,6.26,7.291666667,7.056666667,7.3712454546,-1.0,
RA-1416,2024,5.0,7.75,8.2765151515,8.502,7.51,7.916666667,6.386666667,7.375503030400001,-1.0,
RA-1417,2024,5.0,9.0,9.337121212,9.002,7.51,6.25,6.5,7.7436242424,-1.0,
RA-1418,2024,5.0,8.25,9.128787879,8.502,7.51,7.916666667,6.833333333,7.7352909091000015,-1.0,
RA-1419,2024,10.0,7.5,10.0,8.502,7.51,8.958333333,8.783333333,8.7536999999,0.0,
RA-1420,2024,5.0,4.5,5.520833333500001,7.918,6.26,6.458333333,5.44,5.6558,-2.0,
RA-1421,2024,5.0,7.5,6.777777778,9.002,7.51,6.875,7.163333333,7.126922222200001,-1.0,
RA-1422,2024,5.0,4.75,7.5,9.502,7.51,8.125,7.7475,7.0132,-1.0,
RA-1423,2024,5.0,5.75,5.3125,8.502,7.51,7.8125,6.5425,6.403450000000001,-1.0,
RA-1424,2024,5.0,7.25,8.9444444445,9.002,7.51,7.8125,6.915,7.5543388889,-1.0,
RA-1425,2024,5.0,7.0,6.7976190475,9.002,7.51,7.34375,5.92,6.8290988095000005,-1.0,
RA-1426,2024,5.0,2.75,5.845238095,9.502,7.51,7.5,5.8325,5.8367476190000005,-1.0,
RA-1427,2024,5.0,8.0,10.0,9.502,7.51,8.90625,8.6675,8.425325,-1.0,
RA-1428,2024,5.0,8.0,8.8562091505,8.502,7.51,9.166666667,8.085,8.006108496800001,-1.0,
RA-1429,2024,5.0,7.75,8.888888889,9.502,7.51,8.958333333,8.085,8.041811111100001,-1.0,
RA-143,2023,10.0,6.5,9.6,8.3,2.52,8.28125,8.3375,,1.0,-1.4000000000000004
RA-143,2024,10.0,2.6333333333333333,9.92,10.002,6.885,7.5,7.5,7.449366666666667,2.0,-3.8666666666666667
RA-1430,2024,5.0,6.25,10.0,8.502,7.51,8.958333333,8.085,7.864033333300001,-1.0,
RA-1431,2024,5.0,8.0,7.7432712215,9.002,7.51,7.96875,9.09,7.9147292443,-1.0,
RA-1432,2024,5.0,9.5,10.0,10.002,7.51,9.21875,8.505,8.774075000000002,-1.0,
RA-1433,2024,5.0,8.75,9.068322981,8.502,7.51,8.28125,8.505,8.1939895962,-1.0,
RA-1434,2024,5.0,9.0,7.9813664595,8.502,6.26,9.53125,9.76,8.2775982919,-1.0,
RA-1435,2024,10.0,7.5,7.833333333500001,9.502,7.51,7.1875,6.165,7.7196166667,0.0,
RA-1436,2024,5.0,8.0,8.674948240500001,7.418,7.51,8.28125,7.17,7.589914648100001,-1.0,
RA-1437,2024,5.0,8.0,9.347826087,8.502,7.51,8.28125,7.92,7.982890217400001,-1.0,
RA-1438,2024,5.0,7.0,9.0,10.002,7.51,8.90625,9.175,8.176825000000001,-1.0,
RA-1439,2024,5.0,8.5,10.0,7.502,7.51,9.375,9.345,8.507700000000002,-1.0,
RA-144,2023,10.0,4.4,5.2,0.0,2.52,6.25,6.0,,1.0,-3.5
RA-1440,2024,5.0,4.5,9.544513457499999,9.002,7.51,8.75,8.17,7.469102691500001,-1.0,
RA-1441,2024,10.0,8.5,9.109730849,9.502,7.51,9.375,9.005,8.961646169800002,0.0,
RA-1442,2024,5.0,7.25,8.674948240500001,8.002,7.51,7.5,5.745,7.135189648100001,-2.0,
RA-1443,2024,5.0,6.75,7.5,6.918,6.26,7.708333333,7.415,6.921633333300001,-2.0,
RA-1444,2024,5.0,6.0,5.277777778,8.502,7.51,7.708333333,7.415,6.610588888900001,-1.0,
RA-1445,2024,5.0,7.25,9.5,9.502,7.51,7.916666667,7.5,7.842866666700001,-1.0,
RA-1446,2024,10.0,0.0,6.6501976285,8.002,6.26,7.291666667,7.075,5.9004061924,0.0,
RA-1447,2024,5.0,5.25,9.7368421055,9.502,7.51,7.916666667,7.75,7.5402350878,-1.0,
RA-1448,2024,5.0,6.0,9.5346320345,9.002,7.51,7.5,7.29,7.466126406900001,-2.0,
RA-1449,2024,5.0,6.75,8.3333333335,7.418,7.51,7.96875,7.04,7.214341666700001,-1.0,
RA-1450,2024,10.0,3.5,8.571428571,9.502,7.51,7.8125,7.5425,7.405235714200002,0.0,
RA-1451,2024,5.0,6.0,8.8095238095,10.002,7.51,7.96875,7.7525,7.560479761900002,-1.0,
RA-1452,2024,10.0,7.75,10.0,9.002,7.51,7.916666667,8.17,8.6268666667,0.0,
RA-1453,2024,5.0,6.5,7.8214285715,8.502,6.25,7.5,7.67,7.1234857143,-1.0,
RA-1454,2024,10.0,7.75,5.880952381,8.002,7.51,7.708333333,8.28,7.7042238095,0.0,
RA-1455,2024,5.0,3.5,7.777777778,8.002,7.51,7.708333333,7.833333333,6.6442555555,-1.0,
RA-1456,2024,10.0,7.75,9.511904762,9.502,7.51,7.5,7.946666667,8.492914285800001,0.0,
RA-1457,2024,5.0,2.75,8.0357142855,3.498,7.51,7.291666667,7.663333333,6.0197761904,-1.0,
RA-1458,2024,5.0,3.25,7.280701754500001,8.751,7.51,6.041666667,5.213333333,5.879073684200001,-1.0,
RA-1459,2024,5.0,3.75,8.2976190475,8.002,7.51,7.5,7.273333333,6.665390476100001,-1.0,
RA-146,2023,5.0,7.9,9.5,6.2,5.0,8.4375,8.2125,,-1.0,0.0
RA-146,2024,5.0,9.333333333333334,9.514316093333333,8.751,5.635,7.65625,8.304,8.134554885333333,-2.0,1.4333333333333336
RA-1460,2024,10.0,3.25,7.460526316,9.502,7.51,6.875,6.27,6.784805263200001,0.0,
RA-1461,2024,5.0,2.75,9.273809524,10.002,7.51,7.5,7.33,6.871961904800001,-1.0,
RA-1462,2024,5.0,6.5,10.0,8.502,7.51,8.125,7.053333333,7.6243666666,-1.0,
RA-1463,2024,10.0,10.0,9.722222222,8.502,7.51,9.0625,8.113333333,9.074561111000001,0.0,
RA-1464,2024,5.0,6.25,7.794871795,8.002,7.51,9.0625,7.61,7.288424359,-1.0,
RA-1465,2024,5.0,5.75,8.75,7.418,7.51,8.75,7.833333333,7.3344666666,-1.0,
RA-1466,2024,10.0,7.5,7.380952381,10.002,7.51,8.75,8.056666667,8.213723809600001,0.0,
RA-1467,2024,10.0,9.25,9.022556391,9.002,7.51,8.75,8.28,8.836711278200001,0.0,
RA-1468,2024,10.0,7.0,8.972431078,8.502,7.51,8.4375,7.443333333,8.1281028822,0.0,
RA-1469,2024,5.0,4.75,9.4444444445,8.502,7.51,8.75,8.223333333,7.459755555500001,-1.0,
RA-147,2023,5.0,4.5,7.0,0.0,5.63,6.875,7.46,,-1.0,-1.5999999999999996
RA-147,2024,5.0,6.166666666666667,9.277056277,8.334,7.51,7.5,7.386666667,7.400477922133334,-1.0,1.666666666666667
RA-1470,2024,5.0,5.0,6.35610766,8.002,6.26,6.875,5.4125,5.967421532000001,-1.0,
RA-1471,2024,5.0,7.5,7.195652174,10.002,7.51,7.65625,7.2425,7.404455434800001,-1.0,
RA-1472,2024,10.0,8.75,10.0,8.502,7.51,7.96875,8.1275,8.773575000000001,0.0,
RA-1473,2024,5.0,5.25,8.4368530025,9.502,5.625,6.5625,6.415,6.689320600500001,-1.0,
RA-1474,2024,10.0,7.5,7.960662526,8.002,5.625,6.71875,6.2875,7.384207505200001,0.0,
RA-1475,2024,10.0,5.0,8.070175439,9.002,7.51,7.5,6.993333333,7.413901754400001,0.0,
RA-1476,2024,10.0,8.5,10.0,9.502,5.635,8.4375,8.7525,8.80795,0.0,
RA-1477,2024,10.0,5.0,8.010869565,8.002,7.51,6.40625,6.2875,7.0514989130000005,0.0,
RA-1478,2024,10.0,4.25,6.666666667,8.002,6.255,6.875,7.1225,6.7210333334,0.0,
RA-1479,2024,10.0,4.25,6.1965811965,8.502,7.51,7.1875,6.0325,6.615766239300001,0.0,
RA-1480,2024,5.0,5.5,8.875,8.502,7.51,7.1875,6.9975,7.09445,-1.0,
RA-1481,2024,5.0,4.75,8.782608695499999,8.502,7.51,6.875,6.8275,6.860721739100001,-1.0,
RA-1482,2024,5.0,0.0,5.0,8.502,7.51,7.5,6.8725,5.2257,-1.0,
RA-1483,2024,10.0,6.5,7.913043478500001,9.502,7.51,5.78125,5.7475,7.311433695700001,0.0,
RA-1484,2024,5.0,7.0,10.0,9.002,6.26,7.5,7.89,7.754200000000001,-1.0,
RA-1485,2024,5.0,5.0,7.7432712215,9.002,5.625,7.5,7.386666667,6.7386875776999995,-1.0,
RA-1486,2024,10.0,5.75,5.431372549,8.002,6.26,7.916666667,7.056666667,6.865474509900001,0.0,
RA-1487,2024,5.0,8.25,9.5652173915,10.002,6.26,7.708333333,7.833333333,8.0267434782,-1.0,
RA-1488,2024,10.0,3.5,7.111801242,8.002,7.51,7.5,6.716666667,6.7668935818000016,0.0,
RA-1489,2024,5.0,5.0,5.793478261000001,9.002,6.26,6.666666667,5.663333333,5.9842289855000015,-1.0,
RA-149,2023,5.0,4.7,4.2,8.8,2.52,7.5,7.2925,,-2.0,-0.2999999999999998
RA-149,2024,5.0,3.8333333333333335,4.104378593666667,9.585,6.26,7.34375,6.626,5.7316173854,-2.0,-0.8666666666666667
RA-1490,2024,5.0,7.75,9.5652173915,8.502,6.26,6.666666667,6.333333333,7.3725768116,-1.0,
RA-1491,2024,10.0,6.5,6.25,9.002,7.51,7.5,7.78,7.5072,0.0,
RA-1492,2024,10.0,8.0,8.8141025645,8.002,7.51,8.75,8.45,8.479020512900002,1.0,
RA-1493,2024,5.0,4.0,7.8468899525,8.502,7.51,7.1875,5.946666667,6.378661323900001,-1.0,
RA-1494,2024,10.0,4.25,6.7794117645,0.0,7.51,7.5,5.84,5.8748823529,0.0,
RA-1495,2024,10.0,8.25,8.318181818,9.002,7.51,8.75,8.223333333,8.4845030302,0.0,
RA-1496,2024,10.0,4.25,5.714285714500001,9.002,7.51,7.8125,6.773333333,6.7799738095,0.0,
RA-1497,2024,10.0,2.0,5.0227272725,0.0,7.51,6.875,6.996666667,5.2423787879,0.0,
RA-1498,2024,5.0,7.0,7.840909091,8.502,7.51,8.125,6.33,7.147881818200001,-1.0,
RA-1499,2024,10.0,6.5,9.25,8.418,6.885,8.125,7.11,7.914800000000001,0.0,
RA-1500,2024,10.0,3.5,8.3333333335,9.502,6.885,8.4375,7.556666667,7.360450000100002,0.0,
RA-1501,2024,10.0,5.0,10.0,9.502,7.51,8.4375,7.5,8.04495,0.0,
RA-1502,2024,5.0,5.25,7.628205128,8.002,7.51,7.8125,7.39,6.886091025600001,-1.0,
RA-1503,2024,5.0,2.75,10.0,7.502,7.51,8.958333333,7.723333333,6.991699999900001,-1.0,
RA-1504,2024,5.0,6.75,4.6136363634999995,7.5,5.63,5.833333333,6.94,6.057060605999999,-1.0,
RA-1505,2024,5.0,3.75,7.5252525255,9.502,7.51,8.75,6.943333333,6.7199171717,-1.0,
RA-1506,2024,10.0,3.5,8.3874458875,8.002,7.51,6.458333333,7.886666667,7.151855844200001,0.0,
RA-1507,2024,5.0,5.0,4.448051948,6.918,7.51,4.583333333,3.776666667,5.046077056300001,-1.0,
RA-1508,2024,10.0,9.25,7.2294372295,7.502,7.51,7.5,8.166666667,8.1804207793,0.0,
RA-1509,2024,10.0,7.5,6.5151515155,8.502,7.51,6.666666667,7.446666667,7.560230303200001,0.0,
RA-151,2023,5.0,7.9,7.8,0.0,7.52,8.59375,8.1725,,-2.0,-0.40000000000000036
RA-1510,2024,10.0,10.0,9.7727272725,10.002,7.51,9.583333333,9.003333333,9.464745454400001,0.0,
RA-1511,2024,10.0,8.75,9.3271221535,10.002,7.51,8.4375,8.556666667,8.9217077641,0.0,
RA-1512,2024,10.0,5.5,10.0,9.502,7.51,7.8125,7.61,8.10445,0.0,
RA-1513,2024,5.0,3.75,7.5252525255,8.502,7.51,7.5,7.223333333,6.5509171717,-1.0,
RA-1514,2024,10.0,5.5,7.979797980000001,9.002,7.51,7.1875,7.273333333,7.520576262600001,0.0,
RA-1515,2024,5.0,3.5,6.6666666665,6.418,6.255,6.875,6.72,5.832133333300001,-1.0,
RA-1516,2024,10.0,4.666666666666667,5.404288499000001,9.585,9.38,7.96875,7.5475,7.217066033133334,3.0,
RA-1517,2024,5.0,4.666666666666667,4.305555555666667,9.168,9.38,7.5,6.7075,6.240744444466667,-1.0,
RA-1518,2024,5.0,1.75,5.714285714333333,7.084,9.38,7.65625,6.5825,5.721382142866666,-1.0,
RA-1519,2024,10.0,4.833333333333333,5.560902255666666,9.585,8.755,7.96875,7.5025,7.210222117800001,3.0,
RA-152,2023,5.0,4.5,7.7,7.9,2.52,7.8125,7.71,,-2.0,-2.0
RA-152,2024,5.0,5.166666666666667,7.337719298333333,7.5,5.63,7.8125,7.443333333,6.5837938596,-2.0,0.666666666666667
RA-1520,2024,5.0,3.75,9.060606060666666,8.334,8.75,7.65625,7.3325,7.0026462121333335,-1.0,
RA-1521,2024,5.0,3.1666666666666665,6.157902555,7.5,2.51,6.09375,5.4525,5.065788844333333,-1.0,
RA-1522,2024,10.0,7.0,10.0,8.751,9.38,6.875,7.1275,8.3261,0.0,
RA-1523,2024,10.0,8.166666666666666,9.283272283333334,6.666,8.755,8.90625,8.755,8.67371279,1.0,
RA-1524,2024,5.0,4.0,2.777777777666667,7.917,7.51,7.65625,6.9175,5.5473805555333335,-1.0,
RA-1525,2024,10.0,7.0,8.293650793666666,7.917,5.63,8.541666667,7.553333333,7.778263492033334,0.0,
RA-1526,2024,10.0,3.75,10.0,9.168,8.75,8.125,8.1275,7.9798,0.0,
RA-1527,2024,10.0,8.0,10.0,9.168,7.51,7.96875,7.835,8.631675000000001,0.0,
RA-1528,2024,10.0,5.666666666666667,7.787878788,9.168,7.51,7.96875,7.335,7.622584090933335,0.0,
RA-1529,2024,5.0,5.5,7.435897436,6.666,7.51,8.125,6.964,6.710079487200001,-1.0,
RA-153,2023,10.0,6.4,7.4,9.2,2.52,8.125,7.71,,0.0,-0.1999999999999993
RA-153,2024,10.0,0.0,0.0,8.751,6.5675,7.5,7.5,4.78185,2.0,-6.4
RA-1530,2024,10.0,2.8333333333333335,2.5238095237666665,0.0,8.13,7.03125,5.258,4.6391535714200005,0.0,
RA-1531,2024,5.0,5.833333333333333,7.9726867336666665,8.751,7.505,7.34375,7.14,7.0491790134,-1.0,
RA-1532,2024,5.0,2.0,3.9057239053333332,0.0,7.51,7.5,6.832,4.548544781066667,-1.0,
RA-1533,2024,10.0,9.5,9.710144927666667,9.168,8.135,8.5,8.3375,9.089828985533336,0.0,
RA-1534,2024,10.0,1.1666666666666667,9.666666666666666,7.917,8.135,8.0,8.0825,7.188366666666667,0.0,
RA-1535,2024,10.0,5.833333333333333,5.103121516333333,8.751,7.51,7.125,7.9175,7.109390969933334,0.0,
RA-1536,2024,5.0,7.0,8.722222222333334,9.168,8.135,7.875,7.4575,7.653744444466668,-1.0,
RA-1537,2024,5.0,8.666666666666666,8.33064949,9.168,8.135,8.125,8.67,8.176263231333333,-1.0,
RA-1538,2024,10.0,7.166666666666667,7.935185184999999,9.168,8.13,7.916666667,7.106666667,7.9631703704333345,1.0,
RA-1539,2024,10.0,6.833333333333333,9.027777777666666,6.667,6.885,7.708333333,7.056666667,7.709588888900001,0.0,
RA-1540,2024,5.0,2.6666666666666665,5.0,8.334,7.51,7.125,6.83,5.696233333333334,-1.0,
RA-1541,2024,10.0,8.166666666666666,8.633333333333333,9.168,6.88,8.25,7.736,8.337,0.0,
RA-1542,2024,5.0,3.1666666666666665,6.304873294333333,7.501,8.135,7.375,6.966,6.0886079922,-2.0,
RA-1543,2024,5.0,5.0,8.076923077,7.5,7.51,7.25,7.066,6.754584615400001,-1.0,
RA-1544,2024,5.0,5.833333333333333,8.674509804,8.334,6.885,6.625,6.598,6.905568627466667,-1.0,
RA-1545,2024,10.0,8.166666666666666,6.210826211,7.501,8.13,6.25,6.165,7.296598575533334,0.0,
RA-1546,2024,10.0,4.666666666666667,6.374643874666667,8.334,8.75,7.5,6.17,6.900662108266667,0.0,
RA-1547,2024,5.0,6.666666666666667,6.467236467333334,7.917,8.13,7.5,6.335,6.748480626800001,-1.0,
RA-1548,2024,10.0,4.833333333333333,5.2421652420000004,8.334,7.51,7.5,5.665,6.482499715066667,0.0,
RA-1549,2024,5.0,4.166666666666667,7.441394335666668,9.585,7.51,7.1875,6.325,6.514862200466668,-2.0,
RA-155,2023,5.0,4.4,8.1,7.9,5.0,7.03125,6.5875,,-2.0,-0.7999999999999998
RA-1550,2024,5.0,4.333333333333333,5.222222222,9.585,7.51,7.03125,6.2025,6.064236111066667,-1.0,
RA-1551,2024,5.0,3.5,4.7710437709999995,9.585,7.51,7.5,6.79,5.9717087542,-2.0,
RA-1552,2024,10.0,3.1666666666666665,9.743589743666666,9.585,7.51,7.1875,7.165,7.443301282066667,0.0,
RA-1553,2024,10.0,4.333333333333333,9.003921568666668,8.334,7.51,8.333333333,7.78,7.641184313700001,0.0,
RA-1554,2024,5.0,4.0,9.629629629666667,6.666,8.76,7.291666667,7.22,6.941692592633334,-2.0,
RA-1555,2024,10.0,3.0,10.0,8.334,6.255,8.125,8.056666667,7.4827333334,0.0,
RA-1556,2024,10.0,4.0,5.222222222333333,7.917,7.51,7.916666667,7.44,6.666811111166668,0.0,
RA-1557,2024,10.0,7.0,8.916666666666666,9.585,7.51,7.916666667,7.72,8.228500000033334,0.0,
RA-1558,2024,5.0,5.5,8.705360238666666,9.168,8.755,8.5,8.302,7.643772047733333,-1.0,
RA-1559,2024,5.0,4.666666666666667,5.2929755216666665,7.917,6.885,8.375,7.604,6.330428437666668,-1.0,
RA-1560,2024,10.0,8.166666666666666,9.206349206333334,9.168,5.635,8.5,8.336,8.4721031746,1.0,
RA-1561,2024,5.0,9.0,9.174603174666666,9.585,5.0,8.0,7.734,7.9402206349333335,-1.0,
RA-1562,2024,5.0,0.5,8.666666666666666,6.25,5.01,6.25,6.8725,5.458833333333334,-2.0,
RA-1563,2024,5.0,7.0,8.305555555666666,8.751,7.51,7.25,8.46,7.604211111133335,-1.0,
RA-1564,2024,5.0,2.1666666666666665,4.942067736333334,8.334,6.885,5.75,5.2875,5.0761468806000005,-1.0,
RA-1565,2024,5.0,5.5,8.102240896333333,0.0,7.51,6.375,6.0375,5.816448179266667,-1.0,
RA-1566,2024,5.0,6.5,9.247219355666667,9.168,7.51,7.75,8.335,7.759243871133334,-2.0,
RA-1567,2024,5.0,8.166666666666666,8.771043771,8.334,7.51,7.75,8.335,7.913942087533334,-2.0,
RA-1568,2024,5.0,8.166666666666666,7.493464052333334,9.168,7.51,8.0,8.5025,7.8003261438000004,-1.0,
RA-1569,2024,5.0,2.1666666666666665,7.111111111333334,6.666,6.26,6.875,6.9175,5.7191555556,-2.0,
RA-157,2023,10.0,6.8,9.9,7.1,2.52,8.59375,8.63,,2.0,-0.9000000000000004
RA-157,2024,10.0,9.666666666666666,10.0,8.334,6.26,8.125,8.726666667,8.950566666733334,1.0,2.8666666666666663
RA-1570,2024,5.0,8.333333333333334,7.542087542,9.585,7.51,7.75,8.6725,7.894084175066667,-1.0,
RA-1571,2024,5.0,5.666666666666667,9.111111111333335,8.334,5.005,7.5,8.545,7.2484555556,-1.0,
RA-1572,2024,5.0,7.5,9.841269841333334,9.168,7.51,7.65625,8.393333333,8.080345634866667,-1.0,
RA-1573,2024,5.0,5.0,6.120448179333334,9.168,6.26,7.65625,8.556666667,6.743847969266667,-1.0,
RA-1574,2024,5.0,7.333333333333333,8.399470899666667,8.751,7.51,7.8125,8.616666667,7.777244180000001,-1.0,
RA-1575,2024,5.0,5.333333333333333,8.624338624,9.168,6.885,7.65625,8.28,7.318459391466667,-1.0,
RA-1576,2024,5.0,6.666666666666667,9.523809523666666,8.334,5.635,6.40625,8.44,7.4636202380666665,-1.0,
RA-1577,2024,5.0,4.333333333333333,4.993386243333333,10.002,7.51,7.34375,7.273333333,6.305585581933334,-1.0,
RA-1578,2024,10.0,7.333333333333333,6.761695906666667,8.334,7.51,7.5,8.636,7.880605848,1.0,
RA-1579,2024,5.0,7.166666666666667,9.090261886999999,8.751,5.635,8.5,9.272,7.894385710733333,-2.0,
RA-158,2023,10.0,6.0,9.0,7.1,2.52,8.28125,7.545,,1.0,-0.5999999999999996
RA-158,2024,10.0,4.0,7.796296296333334,8.334,6.26,6.875,6.745,6.855159259266667,0.0,-2.0
RA-1580,2024,5.0,6.166666666666667,9.049953314666666,8.751,7.51,7.875,9.168,7.790523996266667,-1.0,
RA-1581,2024,5.0,6.333333333333333,7.834844760666667,8.334,6.26,7.083333333,7.386666667,6.9787022855,-1.0,
RA-1582,2024,5.0,4.5,8.069444444333334,8.334,6.255,6.666666667,6.666666667,6.472788888966667,-1.0,
RA-1583,2024,5.0,8.166666666666666,7.753623188333333,7.917,6.26,9.166666667,9.006666667,7.8197579711000005,-1.0,
RA-1584,2024,5.0,5.5,9.153439153333332,8.334,7.51,7.8125,8.1675,7.429837830666667,-1.0,
RA-1585,2024,5.0,4.0,6.775210084333334,10.002,7.51,7.65625,7.7925,6.730367016866668,-1.0,
RA-1586,2024,5.0,5.666666666666667,6.128654970666666,10.002,5.01,6.875,7.54,6.555764327466668,-1.0,
RA-1587,2024,5.0,3.75,10.0,9.168,7.51,7.8125,8.2075,7.34055,-2.0,
RA-1588,2024,10.0,4.0,8.640618640666666,7.917,7.51,7.5,7.415,7.303823728133333,0.0,
RA-1589,2024,5.0,2.5,6.259259259333334,0.0,7.51,7.5,7.54,5.260851851866667,-1.0,
RA-159,2023,5.0,6.3,8.1,7.9,2.52,8.125,7.8775,,-2.0,1.5999999999999996
RA-1590,2024,5.0,8.666666666666666,8.267770876333332,7.917,7.51,10.0,8.806,8.1907875086,-1.0,
RA-1591,2024,5.0,3.5,6.430976431,7.083,7.51,8.125,7.064,6.1707952862,-2.0,
RA-1592,2024,5.0,5.5,6.854727398333334,7.917,7.51,8.125,7.432,6.812545479666667,-1.0,
RA-1593,2024,5.0,6.5,4.868875086666667,6.249,6.26,9.0625,8.538,6.638525017333334,-1.0,
RA-1594,2024,5.0,3.0,6.112836439,9.585,6.26,6.25,5.996,5.731267287800001,-2.0,
RA-1595,2024,10.0,2.3333333333333335,7.949735449666666,8.334,6.26,7.395833333,7.021666667,6.6599304233000005,0.0,
RA-1596,2024,5.0,3.3333333333333335,10.0,8.751,7.51,8.229166667,8.226666667,7.261016666766667,-2.0,
RA-1597,2024,5.0,2.8333333333333335,8.412698412666666,7.5,7.51,8.125,8.28,6.7187063492,-1.0,
RA-1598,2024,10.0,7.5,8.857142857,9.585,7.51,8.375,8.236,8.4656285714,0.0,
RA-1599,2024,5.0,6.5,9.666666666666666,8.334,7.51,7.75,7.566,7.6059333333333345,-2.0,
RA-160,2023,5.0,5.0,8.3,8.8,2.52,8.125,7.46,,-1.0,-0.2999999999999998
RA-160,2024,5.0,5.666666666666667,7.416666666666667,8.334,6.26,7.34375,7.723333333,6.855108333266668,-1.0,0.666666666666667
RA-1600,2024,5.0,5.666666666666667,8.425925926,8.751,6.26,7.25,6.03,6.750618518533334,-2.0,
RA-1601,2024,5.0,6.5,7.0,8.751,7.51,7.5,8.335,7.2431,-1.0,
RA-1602,2024,10.0,7.166666666666667,8.782407407333332,7.917,7.51,7.34375,7.875,8.041889814800001,0.0,
RA-1603,2024,5.0,8.333333333333334,9.259259258999998,7.5,7.51,7.5,7.835,7.836518518466668,-1.0,
RA-1604,2024,5.0,8.5,7.777777778,9.168,7.51,8.125,8.88,8.0118555556,-1.0,
